algo,controle,risque,graine,score,temps_s,fin
glouton,espace,loin_queue,789,118,318.8,mort
glouton,espace,loin_queue,790,147,980.8,mort
glouton,espace,loin_queue,791,213,1738.4,boucle
glouton,espace,loin_queue,780,223,1227.0,victoire
glouton,espace,loin_queue,781,215,1524.2,boucle
glouton,espace,loin_queue,782,141,503.4,mort
glouton,espace,loin_queue,783,213,971.0,mort
glouton,espace,loin_queue,784,134,391.0,mort
glouton,espace,loin_queue,785,215,1143.0,mort
glouton,espace,loin_queue,786,203,915.2,mort
glouton,espace,loin_queue,787,223,1347.2,victoire
glouton,espace,loin_queue,792,216,1595.6,boucle
glouton,espace,loin_queue,793,213,932.6,mort
glouton,espace,loin_queue,794,201,1109.0,mort
glouton,espace,loin_queue,795,72,139.2,mort
glouton,espace,loin_queue,800,128,426.6,mort
glouton,espace,loin_queue,801,223,1090.2,victoire
glouton,espace,loin_queue,802,216,907.2,mort
glouton,espace,loin_queue,803,223,960.0,victoire
glouton,espace,loin_queue,796,218,1568.0,boucle
glouton,espace,loin_queue,797,203,873.6,mort
glouton,espace,loin_queue,798,213,1555.6,boucle
glouton,espace,loin_queue,799,135,539.4,mort
glouton,espace,loin_queue,824,149,564.6,mort
glouton,espace,loin_queue,825,139,495.2,mort
glouton,espace,loin_queue,826,98,233.4,mort
glouton,espace,loin_queue,827,223,870.0,victoire
glouton,espace,loin_queue,808,209,931.4,mort
glouton,espace,loin_queue,809,223,1255.4,victoire
glouton,espace,loin_queue,810,194,1011.6,mort
glouton,espace,loin_queue,811,132,360.6,mort
glouton,espace,loin_queue,804,134,362.8,mort
glouton,espace,loin_queue,805,209,834.0,mort
glouton,espace,loin_queue,806,216,1575.0,boucle
glouton,espace,loin_queue,807,213,1721.6,boucle
glouton,espace,loin_queue,816,215,1726.2,boucle
glouton,espace,loin_queue,817,80,149.6,mort
glouton,espace,loin_queue,818,139,446.8,mort
glouton,espace,loin_queue,819,216,1765.0,boucle
glouton,espace,loin_queue,812,213,1512.2,boucle
glouton,espace,loin_queue,813,217,1589.0,boucle
glouton,espace,loin_queue,814,167,1133.4,mort
glouton,espace,loin_queue,815,124,378.8,mort
glouton,espace,loin_queue,832,186,1646.8,mort
glouton,espace,loin_queue,833,127,342.0,mort
glouton,espace,loin_queue,834,140,453.6,mort
glouton,espace,loin_queue,835,211,929.6,mort
glouton,espace,loin_queue,828,157,674.6,mort
glouton,espace,loin_queue,829,213,1108.8,mort
glouton,espace,loin_queue,830,223,913.4,victoire
glouton,espace,loin_queue,831,203,1700.2,boucle
glouton,espace,loin_queue,840,216,1816.4,boucle
glouton,espace,loin_queue,841,134,429.4,mort
glouton,espace,loin_queue,842,143,516.2,mort
glouton,espace,loin_queue,843,217,1526.8,boucle
glouton,espace,loin_queue,820,219,1559.0,boucle
glouton,espace,loin_queue,821,223,1083.2,victoire
glouton,espace,loin_queue,822,210,1651.4,boucle
glouton,espace,loin_queue,823,215,1717.2,boucle
glouton,espace,loin_queue,836,209,917.8,mort
glouton,espace,loin_queue,837,215,1900.4,boucle
glouton,espace,loin_queue,838,212,1535.0,boucle
glouton,espace,loin_queue,839,223,1004.2,victoire
glouton,espace,loin_queue,844,214,1151.4,mort
glouton,espace,loin_queue,845,215,991.0,mort
glouton,espace,loin_queue,846,142,538.4,mort
glouton,espace,loin_queue,847,195,1643.8,boucle
glouton,espace,loin_queue,856,222,967.4,mort
glouton,espace,loin_queue,857,155,817.8,mort
glouton,espace,loin_queue,858,213,1093.0,mort
glouton,espace,loin_queue,859,151,782.0,mort
glouton,espace,loin_queue,864,212,970.4,mort
glouton,espace,loin_queue,865,213,1779.8,boucle
glouton,espace,loin_queue,866,134,356.0,mort
glouton,espace,loin_queue,867,209,1096.2,mort
glouton,espace,loin_queue,872,132,433.4,mort
glouton,espace,loin_queue,873,215,1539.2,boucle
glouton,espace,loin_queue,874,208,903.0,mort
glouton,espace,loin_queue,875,129,321.8,mort
glouton,espace,loin_queue,868,214,1458.2,boucle
glouton,espace,loin_queue,869,98,205.0,mort
glouton,espace,loin_queue,870,211,862.2,mort
glouton,espace,loin_queue,871,221,1037.8,mort
glouton,espace,loin_queue,848,169,1287.4,mort
glouton,espace,loin_queue,849,213,1283.8,mort
glouton,espace,loin_queue,850,218,1622.8,boucle
glouton,espace,loin_queue,851,217,1644.0,boucle
glouton,espace,loin_queue,860,223,1071.4,victoire
glouton,espace,loin_queue,861,220,1660.2,boucle
glouton,espace,loin_queue,862,214,1486.2,boucle
glouton,espace,loin_queue,863,223,1005.8,victoire
glouton,espace,loin_queue,852,220,1668.8,boucle
glouton,espace,loin_queue,853,203,1926.8,boucle
glouton,espace,loin_queue,854,215,1751.6,boucle
glouton,espace,loin_queue,855,207,971.2,mort
glouton,espace,loin_queue,896,143,701.8,mort
glouton,espace,loin_queue,897,129,370.0,mort
glouton,espace,loin_queue,898,204,857.0,mort
glouton,espace,loin_queue,899,134,400.0,mort
glouton,espace,loin_queue,880,211,1549.2,boucle
glouton,espace,loin_queue,881,201,1017.6,mort
glouton,espace,loin_queue,882,102,283.0,mort
glouton,espace,loin_queue,883,218,1715.6,boucle
glouton,espace,loin_queue,876,191,1405.0,mort
glouton,espace,loin_queue,877,193,1364.6,mort
glouton,espace,loin_queue,878,177,1152.4,mort
glouton,espace,loin_queue,879,209,1022.2,mort
glouton,espace,loin_queue,888,177,1217.8,mort
glouton,espace,loin_queue,889,140,576.2,mort
glouton,espace,loin_queue,890,192,1406.4,boucle
glouton,espace,loin_queue,891,120,327.4,mort
glouton,espace,loin_queue,900,124,324.0,mort
glouton,espace,loin_queue,901,218,1679.0,boucle
glouton,espace,loin_queue,902,205,1055.8,mort
glouton,espace,loin_queue,903,209,888.2,mort
glouton,espace,loin_queue,884,207,1049.4,mort
glouton,espace,loin_queue,885,217,1893.4,boucle
glouton,espace,loin_queue,886,214,1618.8,boucle
glouton,espace,loin_queue,887,212,1658.4,boucle
glouton,espace,loin_queue,892,133,394.0,mort
glouton,espace,loin_queue,893,212,1092.4,mort
glouton,espace,loin_queue,894,221,1430.8,boucle
glouton,espace,loin_queue,895,216,1750.6,boucle
glouton,espace,loin_queue,924,114,287.6,mort
glouton,espace,loin_queue,925,141,536.8,mort
glouton,espace,loin_queue,926,223,950.4,victoire
glouton,espace,loin_queue,927,109,248.4,mort
glouton,espace,loin_queue,912,135,490.0,mort
glouton,espace,loin_queue,913,217,1531.4,boucle
glouton,espace,loin_queue,914,209,1136.4,mort
glouton,espace,loin_queue,915,134,411.6,mort
glouton,espace,loin_queue,908,208,1503.8,boucle
glouton,espace,loin_queue,909,223,1211.2,victoire
glouton,espace,loin_queue,910,111,252.4,mort
glouton,espace,loin_queue,911,211,1088.0,mort
glouton,espace,loin_queue,920,223,867.4,victoire
glouton,espace,loin_queue,921,181,912.4,mort
glouton,espace,loin_queue,922,140,478.4,mort
glouton,espace,loin_queue,923,128,392.8,mort
glouton,espace,loin_queue,932,98,208.6,mort
glouton,espace,loin_queue,933,200,1301.6,mort
glouton,espace,loin_queue,934,55,109.8,mort
glouton,espace,loin_queue,935,136,483.4,mort
glouton,espace,loin_queue,904,211,1198.2,mort
glouton,espace,loin_queue,905,215,1436.8,boucle
glouton,espace,loin_queue,906,220,1633.4,boucle
glouton,espace,loin_queue,907,206,1942.0,boucle
glouton,espace,loin_queue,928,209,1249.2,mort
glouton,espace,loin_queue,929,218,1545.0,boucle
glouton,espace,loin_queue,930,121,292.2,mort
glouton,espace,loin_queue,931,190,800.0,mort
glouton,espace,loin_queue,948,128,337.0,mort
glouton,espace,loin_queue,949,211,981.6,mort
glouton,espace,loin_queue,950,133,402.0,mort
glouton,espace,loin_queue,951,138,456.4,mort
glouton,espace,loin_queue,940,211,1153.8,mort
glouton,espace,loin_queue,941,117,273.4,mort
glouton,espace,loin_queue,942,214,1031.8,mort
glouton,espace,loin_queue,943,117,300.8,mort
glouton,espace,loin_queue,956,101,202.8,mort
glouton,espace,loin_queue,957,133,372.6,mort
glouton,espace,loin_queue,958,211,1532.6,boucle
glouton,espace,loin_queue,959,137,426.2,mort
glouton,espace,loin_queue,916,215,1621.2,boucle
glouton,espace,loin_queue,917,215,1679.2,boucle
glouton,espace,loin_queue,918,211,1198.6,mort
glouton,espace,loin_queue,919,212,1103.6,mort
glouton,espace,loin_queue,936,214,1022.8,mort
glouton,espace,loin_queue,937,208,1622.4,boucle
glouton,espace,loin_queue,938,223,1027.4,victoire
glouton,espace,loin_queue,939,207,957.6,mort
glouton,espace,loin_queue,960,217,1547.4,boucle
glouton,espace,loin_queue,961,123,335.0,mort
glouton,espace,loin_queue,962,88,183.0,mort
glouton,espace,loin_queue,963,214,1605.4,boucle
glouton,espace,loin_queue,964,215,919.0,mort
glouton,espace,loin_queue,965,162,1047.2,mort
glouton,espace,loin_queue,966,113,311.0,mort
glouton,espace,loin_queue,967,166,852.4,mort
glouton,espace,loin_queue,944,217,2177.0,boucle
glouton,espace,loin_queue,945,216,1620.4,boucle
glouton,espace,loin_queue,946,168,1128.2,mort
glouton,espace,loin_queue,947,205,1024.4,mort
glouton,espace,loin_queue,952,215,1728.4,boucle
glouton,espace,loin_queue,953,214,1622.8,boucle
glouton,espace,loin_queue,954,220,1749.4,boucle
glouton,espace,loin_queue,955,176,856.6,mort
glouton,espace,loin_queue,968,211,1862.0,boucle
glouton,espace,loin_queue,969,150,641.4,mort
glouton,espace,loin_queue,970,218,1598.8,boucle
glouton,espace,loin_queue,971,133,359.0,mort
glouton,espace,loin_queue,980,218,1799.2,boucle
glouton,espace,loin_queue,981,207,1548.4,boucle
glouton,espace,loin_queue,982,120,266.2,mort
glouton,espace,loin_queue,983,210,882.6,mort
glouton,espace,loin_queue,976,218,1532.2,boucle
glouton,espace,loin_queue,977,214,1660.4,boucle
glouton,espace,loin_queue,978,136,427.4,mort
glouton,espace,loin_queue,979,207,1088.4,mort
glouton,espace,loin_queue,984,134,425.8,mort
glouton,espace,loin_queue,985,206,1047.8,mort
glouton,espace,loin_queue,986,220,1529.8,boucle
glouton,espace,loin_queue,987,222,1038.8,mort
glouton,espace,loin_queue,972,209,1163.8,mort
glouton,espace,loin_queue,973,212,1651.0,boucle
glouton,espace,loin_queue,974,212,1240.6,mort
glouton,espace,loin_queue,975,213,1740.6,boucle
glouton,espace,loin_queue,996,221,1320.6,mort
glouton,espace,loin_queue,997,126,284.0,mort
glouton,espace,loin_queue,998,145,691.8,mort
glouton,espace,loin_queue,999,216,1462.8,boucle
glouton,espace,loin_queue,1016,133,394.4,mort
glouton,espace,loin_queue,1017,213,1907.2,boucle
glouton,espace,loin_queue,1018,125,362.6,mort
glouton,espace,loin_queue,1019,85,195.2,mort
glouton,espace,loin_queue,992,119,342.0,mort
glouton,espace,loin_queue,993,199,2377.8,boucle
glouton,espace,loin_queue,994,211,890.0,mort
glouton,espace,loin_queue,995,175,1144.2,mort
glouton,espace,loin_queue,988,160,1376.0,boucle
glouton,espace,loin_queue,989,188,1600.8,mort
glouton,espace,loin_queue,990,168,1380.0,mort
glouton,espace,loin_queue,991,208,1057.6,mort
glouton,espace,loin_queue,1020,207,870.2,mort
glouton,espace,loin_queue,1021,220,1132.2,mort
glouton,espace,loin_queue,1022,133,457.0,mort
glouton,espace,loin_queue,1023,141,540.2,mort
glouton,espace,loin_queue,1008,218,1617.4,boucle
glouton,espace,loin_queue,1009,221,1657.6,boucle
glouton,espace,loin_queue,1010,123,323.2,mort
glouton,espace,loin_queue,1011,138,586.6,mort
glouton,espace,loin_queue,1000,220,1751.0,boucle
glouton,espace,loin_queue,1001,218,1642.6,boucle
glouton,espace,loin_queue,1002,86,166.2,mort
glouton,espace,loin_queue,1003,220,1837.4,boucle
glouton,espace,loin_queue,1004,214,1622.2,boucle
glouton,espace,loin_queue,1005,214,1603.6,boucle
glouton,espace,loin_queue,1006,129,391.8,mort
glouton,espace,loin_queue,1007,210,1513.6,boucle
glouton,espace,loin_queue,1032,127,325.8,mort
glouton,espace,loin_queue,1033,119,296.6,mort
glouton,espace,loin_queue,1034,197,1109.8,mort
glouton,espace,loin_queue,1035,184,843.4,mort
glouton,espace,loin_queue,1012,213,1652.4,boucle
glouton,espace,loin_queue,1013,210,976.2,mort
glouton,espace,loin_queue,1014,223,1277.2,victoire
glouton,espace,loin_queue,1015,213,1486.0,boucle
glouton,espace,loin_queue,1044,54,92.4,mort
glouton,espace,loin_queue,1045,112,283.4,mort
glouton,espace,loin_queue,1046,217,1663.0,boucle
glouton,espace,loin_queue,1047,136,438.0,mort
glouton,espace,loin_queue,1048,135,418.8,mort
glouton,espace,loin_queue,1049,116,313.4,mort
glouton,espace,loin_queue,1050,217,1646.2,boucle
glouton,espace,loin_queue,1051,85,172.2,mort
glouton,espace,loin_queue,1040,101,232.2,mort
glouton,espace,loin_queue,1041,211,1576.8,boucle
glouton,espace,loin_queue,1042,136,383.0,mort
glouton,espace,loin_queue,1043,151,874.6,mort
glouton,espace,loin_queue,1024,149,728.2,mort
glouton,espace,loin_queue,1025,211,1728.0,boucle
glouton,espace,loin_queue,1026,211,1336.0,mort
glouton,espace,loin_queue,1027,216,1653.0,boucle
glouton,espace,loin_queue,1052,206,854.6,mort
glouton,espace,loin_queue,1053,176,946.4,mort
glouton,espace,loin_queue,1054,155,800.0,mort
glouton,espace,loin_queue,1055,141,508.8,mort
glouton,espace,loin_queue,1028,206,1025.6,mort
glouton,espace,loin_queue,1029,221,1862.4,boucle
glouton,espace,loin_queue,1030,199,1186.8,mort
glouton,espace,loin_queue,1031,219,1591.0,boucle
glouton,espace,loin_queue,1068,131,412.0,mort
glouton,espace,loin_queue,1069,95,169.0,mort
glouton,espace,loin_queue,1070,209,979.6,mort
glouton,espace,loin_queue,1071,210,913.4,mort
glouton,espace,loin_queue,1036,215,1436.8,boucle
glouton,espace,loin_queue,1037,221,1654.8,boucle
glouton,espace,loin_queue,1038,215,2115.0,boucle
glouton,espace,loin_queue,1039,146,678.6,mort
glouton,espace,loin_queue,1064,147,647.4,mort
glouton,espace,loin_queue,1065,217,1603.6,boucle
glouton,espace,loin_queue,1066,133,457.8,mort
glouton,espace,loin_queue,1067,209,962.0,mort
glouton,espace,loin_queue,1056,216,1815.0,boucle
glouton,espace,loin_queue,1057,214,1588.4,boucle
glouton,espace,loin_queue,1058,168,1203.0,mort
glouton,espace,loin_queue,1059,217,1575.4,boucle
glouton,espace,loin_queue,1076,200,904.4,mort
glouton,espace,loin_queue,1077,106,277.8,mort
glouton,espace,loin_queue,1078,209,1902.6,boucle
glouton,espace,loin_queue,1079,210,1112.6,mort
glouton,espace,loin_queue,1072,210,1184.0,mort
glouton,espace,loin_queue,1073,145,750.0,mort
glouton,espace,loin_queue,1074,195,1398.2,mort
glouton,espace,loin_queue,1075,181,1399.4,mort
glouton,espace,loin_queue,1080,216,1412.6,boucle
glouton,espace,loin_queue,1081,161,996.2,mort
glouton,espace,loin_queue,1082,207,984.6,mort
glouton,espace,loin_queue,1083,211,971.4,mort
glouton,espace,loin_queue,1060,207,1480.2,boucle
glouton,espace,loin_queue,1061,209,1113.2,mort
glouton,espace,loin_queue,1062,214,1557.4,boucle
glouton,espace,loin_queue,1063,215,1645.0,boucle
glouton,espace,loin_queue,1088,216,1623.0,boucle
glouton,espace,loin_queue,1089,130,371.8,mort
glouton,espace,loin_queue,1090,143,649.8,mort
glouton,espace,loin_queue,1091,215,1320.0,boucle
glouton,espace,loin_queue,1084,217,1454.8,mort
glouton,espace,loin_queue,1085,212,760.4,mort
glouton,espace,loin_queue,1086,149,547.4,mort
glouton,espace,loin_queue,1087,215,1581.8,boucle
glouton,espace,loin_queue,1096,208,1040.4,mort
glouton,espace,loin_queue,1097,223,1214.4,victoire
glouton,espace,loin_queue,1098,147,1439.4,boucle
glouton,espace,loin_queue,1099,175,822.4,mort
glouton,espace,loin_queue,1092,199,1945.8,boucle
glouton,espace,loin_queue,1093,215,1741.6,boucle
glouton,espace,loin_queue,1094,148,741.4,mort
glouton,espace,loin_queue,1095,200,939.0,mort
glouton,espace,loin_queue,1128,222,895.2,mort
glouton,espace,loin_queue,1129,141,596.8,mort
glouton,espace,loin_queue,1130,148,597.4,mort
glouton,espace,loin_queue,1131,112,265.6,mort
glouton,espace,loin_queue,1112,204,1772.6,boucle
glouton,espace,loin_queue,1113,133,403.2,mort
glouton,espace,loin_queue,1114,100,228.6,mort
glouton,espace,loin_queue,1115,206,982.2,mort
glouton,espace,loin_queue,1104,201,952.0,mort
glouton,espace,loin_queue,1105,219,1422.6,boucle
glouton,espace,loin_queue,1106,223,970.4,victoire
glouton,espace,loin_queue,1107,222,871.0,mort
glouton,espace,loin_queue,1124,74,124.8,mort
glouton,espace,loin_queue,1125,206,862.0,mort
glouton,espace,loin_queue,1126,218,1794.2,boucle
glouton,espace,loin_queue,1127,223,763.6,victoire
