algo,controle,risque,graine,score,temps_s,fin
audacieux,queue,0.5,0,137,395.8,mort
audacieux,queue,0.5,1,101,235.2,mort
audacieux,queue,0.5,2,98,235.2,mort
audacieux,queue,0.5,3,83,175.4,mort
audacieux,queue,0.5,4,130,354.6,mort
audacieux,queue,0.5,5,128,357.0,mort
audacieux,queue,0.5,6,135,420.4,mort
audacieux,queue,0.5,7,158,637.2,mort
audacieux,queue,0.5,8,82,163.4,mort
audacieux,queue,0.5,9,145,431.6,mort
audacieux,queue,0.5,10,202,861.4,mort
audacieux,queue,0.5,11,199,863.0,mort
audacieux,queue,0.5,12,94,203.8,mort
audacieux,queue,0.5,13,133,364.6,mort
audacieux,queue,0.5,14,181,676.4,mort
audacieux,queue,0.5,15,217,953.2,mort
audacieux,queue,0.5,16,130,375.4,mort
audacieux,queue,0.5,17,95,224.0,mort
audacieux,queue,0.5,18,91,203.0,mort
audacieux,queue,0.5,19,188,763.2,mort
audacieux,queue,0.5,20,152,460.4,mort
audacieux,queue,0.5,21,140,439.0,mort
audacieux,queue,0.5,22,180,821.8,mort
audacieux,queue,0.5,23,199,905.0,mort
audacieux,queue,0.5,24,148,467.2,mort
audacieux,queue,0.5,25,100,193.8,mort
audacieux,queue,0.5,26,216,1591.4,boucle
audacieux,queue,0.5,27,188,763.0,mort
audacieux,queue,0.5,28,124,326.0,mort
audacieux,queue,0.5,29,138,394.4,mort
audacieux,queue,0.5,30,109,228.0,mort
audacieux,queue,0.5,31,102,224.0,mort
audacieux,queue,0.5,32,135,407.8,mort
audacieux,queue,0.5,33,111,310.0,mort
audacieux,queue,0.5,34,126,322.8,mort
audacieux,queue,0.5,35,182,695.8,mort
audacieux,queue,0.5,36,101,220.4,mort
audacieux,queue,0.5,37,111,245.0,mort
audacieux,queue,0.5,38,157,586.2,mort
audacieux,queue,0.5,39,77,163.8,mort
audacieux,queue,0.5,40,142,476.8,mort
audacieux,queue,0.5,41,146,495.2,mort
audacieux,queue,0.5,42,215,1867.6,boucle
audacieux,queue,0.5,43,166,577.8,mort
audacieux,queue,0.5,44,124,382.0,mort
audacieux,queue,0.5,45,81,157.0,mort
audacieux,queue,0.5,46,169,613.4,mort
audacieux,queue,0.5,47,220,1646.4,boucle
audacieux,queue,0.5,48,171,604.2,mort
audacieux,queue,0.5,49,89,191.8,mort
audacieux,queue,0.5,50,181,768.4,mort
audacieux,queue,0.5,51,79,171.6,mort
audacieux,queue,0.5,52,132,321.4,mort
audacieux,queue,0.5,53,181,779.2,mort
audacieux,queue,0.5,54,85,170.4,mort
audacieux,queue,0.5,55,117,285.8,mort
audacieux,queue,0.5,56,214,1735.8,boucle
audacieux,queue,0.5,57,157,655.4,mort
audacieux,queue,0.5,58,106,281.4,mort
audacieux,queue,0.5,59,139,444.0,mort
audacieux,queue,0.5,60,189,790.2,mort
audacieux,queue,0.5,61,140,404.0,mort
audacieux,queue,0.5,62,99,222.8,mort
audacieux,queue,0.5,63,165,663.6,mort
audacieux,queue,0.5,64,118,279.8,mort
audacieux,queue,0.5,65,152,467.8,mort
audacieux,queue,0.5,66,137,430.8,mort
audacieux,queue,0.5,67,76,135.2,mort
audacieux,queue,0.5,68,181,629.0,mort
audacieux,queue,0.5,69,138,414.8,mort
audacieux,queue,0.5,70,108,230.4,mort
audacieux,queue,0.5,71,123,294.6,mort
audacieux,queue,0.5,72,219,1760.6,boucle
audacieux,queue,0.5,73,140,412.2,mort
audacieux,queue,0.5,74,215,1836.2,boucle
audacieux,queue,0.5,75,202,947.2,mort
audacieux,queue,0.5,76,82,181.0,mort
audacieux,queue,0.5,77,113,296.2,mort
audacieux,queue,0.5,78,95,207.8,mort
audacieux,queue,0.5,79,191,785.8,mort
audacieux,queue,0.5,80,121,323.2,mort
audacieux,queue,0.5,81,167,648.6,mort
audacieux,queue,0.5,82,85,183.2,mort
audacieux,queue,0.5,83,188,692.0,mort
audacieux,queue,0.5,84,145,438.2,mort
audacieux,queue,0.5,85,223,1065.4,victoire
audacieux,queue,0.5,86,97,226.0,mort
audacieux,queue,0.5,87,162,738.4,mort
audacieux,queue,0.5,88,155,489.4,mort
audacieux,queue,0.5,89,161,538.6,mort
audacieux,queue,0.5,90,170,553.6,mort
audacieux,queue,0.5,91,183,725.8,mort
audacieux,queue,0.5,92,103,232.6,mort
audacieux,queue,0.5,93,191,804.6,mort
audacieux,queue,0.5,94,185,689.2,mort
audacieux,queue,0.5,95,98,208.0,mort
audacieux,queue,0.5,96,167,592.6,mort
audacieux,queue,0.5,97,90,197.8,mort
audacieux,queue,0.5,98,168,553.6,mort
audacieux,queue,0.5,99,94,204.4,mort
audacieux,queue,0.5,100,193,839.8,mort
audacieux,queue,0.5,101,84,158.4,mort
audacieux,queue,0.5,102,127,336.8,mort
audacieux,queue,0.5,103,213,1786.4,boucle
audacieux,queue,0.5,104,181,760.8,mort
audacieux,queue,0.5,105,165,644.0,mort
audacieux,queue,0.5,106,66,115.4,mort
audacieux,queue,0.5,107,110,277.8,mort
audacieux,queue,0.5,108,211,1311.2,mort
audacieux,queue,0.5,109,78,141.0,mort
audacieux,queue,0.5,110,129,406.8,mort
audacieux,queue,0.5,111,187,659.4,mort
audacieux,queue,0.5,112,204,962.4,mort
audacieux,queue,0.5,113,127,373.4,mort
audacieux,queue,0.5,114,220,1787.8,boucle
audacieux,queue,0.5,115,166,681.6,mort
audacieux,queue,0.5,116,193,773.6,mort
audacieux,queue,0.5,117,139,438.8,mort
audacieux,queue,0.5,118,131,393.8,mort
audacieux,queue,0.5,119,175,695.0,mort
audacieux,queue,0.5,120,170,727.8,mort
audacieux,queue,0.5,121,153,493.6,mort
audacieux,queue,0.5,122,144,455.2,mort
audacieux,queue,0.5,123,96,221.2,mort
audacieux,queue,0.5,124,176,706.0,mort
audacieux,queue,0.5,125,95,230.4,mort
audacieux,queue,0.5,126,217,1784.8,boucle
audacieux,queue,0.5,127,159,564.4,mort
audacieux,queue,0.5,128,213,1618.0,boucle
audacieux,queue,0.5,129,117,273.6,mort
audacieux,queue,0.5,130,102,238.6,mort
audacieux,queue,0.5,131,136,398.0,mort
audacieux,queue,0.5,132,184,709.6,mort
audacieux,queue,0.5,133,150,516.2,mort
audacieux,queue,0.5,134,201,848.4,mort
audacieux,queue,0.5,135,157,497.0,mort
audacieux,queue,0.5,136,88,184.8,mort
audacieux,queue,0.5,137,184,771.8,mort
audacieux,queue,0.5,138,124,288.0,mort
audacieux,queue,0.5,139,161,569.0,mort
audacieux,queue,0.5,140,216,1710.4,boucle
audacieux,queue,0.5,141,106,264.8,mort
audacieux,queue,0.5,142,91,190.4,mort
audacieux,queue,0.5,143,206,859.2,mort
audacieux,queue,0.5,144,156,540.6,mort
audacieux,queue,0.5,145,124,350.4,mort
audacieux,queue,0.5,146,124,290.6,mort
audacieux,queue,0.5,147,72,138.2,mort
audacieux,queue,0.5,148,110,233.6,mort
audacieux,queue,0.5,149,106,236.0,mort
audacieux,queue,0.5,150,146,408.8,mort
audacieux,queue,0.5,151,150,493.2,mort
audacieux,queue,0.5,152,150,438.4,mort
audacieux,queue,0.5,153,84,158.0,mort
audacieux,queue,0.5,154,135,394.4,mort
audacieux,queue,0.5,155,127,353.6,mort
audacieux,queue,0.5,156,149,485.4,mort
audacieux,queue,0.5,157,139,443.6,mort
audacieux,queue,0.5,158,116,317.4,mort
audacieux,queue,0.5,159,154,485.0,mort
audacieux,queue,0.5,160,122,344.0,mort
audacieux,queue,0.5,161,217,1588.8,boucle
audacieux,queue,0.5,162,117,293.8,mort
audacieux,queue,0.5,163,221,1852.2,boucle
audacieux,queue,0.5,164,166,589.8,mort
audacieux,queue,0.5,165,115,262.8,mort
audacieux,queue,0.5,166,119,342.0,mort
audacieux,queue,0.5,167,148,506.2,mort
audacieux,queue,0.5,168,98,210.6,mort
audacieux,queue,0.5,169,154,488.4,mort
audacieux,queue,0.5,170,155,559.6,mort
audacieux,queue,0.5,171,135,474.8,mort
audacieux,queue,0.5,172,124,323.4,mort
audacieux,queue,0.5,173,113,291.0,mort
audacieux,queue,0.5,174,122,312.0,mort
audacieux,queue,0.5,175,137,383.0,mort
audacieux,queue,0.5,176,138,405.2,mort
audacieux,queue,0.5,177,105,249.2,mort
audacieux,queue,0.5,178,157,535.6,mort
audacieux,queue,0.5,179,155,551.0,mort
audacieux,queue,0.5,180,121,312.0,mort
audacieux,queue,0.5,181,169,610.6,mort
audacieux,queue,0.5,182,170,642.0,mort
audacieux,queue,0.5,183,112,266.0,mort
audacieux,queue,0.5,184,137,388.0,mort
audacieux,queue,0.5,185,148,461.2,mort
audacieux,queue,0.5,186,173,634.0,mort
audacieux,queue,0.5,187,189,869.4,mort
audacieux,queue,0.5,188,112,288.2,mort
audacieux,queue,0.5,189,199,887.0,mort
audacieux,queue,0.5,190,195,805.4,mort
audacieux,queue,0.5,191,161,556.6,mort
audacieux,queue,0.5,192,163,511.6,mort
audacieux,queue,0.5,193,197,861.6,mort
audacieux,queue,0.5,194,87,172.8,mort
audacieux,queue,0.5,195,158,570.6,mort
audacieux,queue,0.5,196,123,315.8,mort
audacieux,queue,0.5,197,195,835.6,mort
audacieux,queue,0.5,198,169,657.2,mort
audacieux,queue,0.5,199,202,830.4,mort
audacieux,queue,0.5,200,112,230.6,mort
audacieux,queue,0.5,201,186,796.4,mort
audacieux,queue,0.5,202,139,368.4,mort
audacieux,queue,0.5,203,206,914.2,mort
audacieux,queue,0.5,204,87,211.6,mort
audacieux,queue,0.5,205,220,1144.2,mort
audacieux,queue,0.5,206,175,674.8,mort
audacieux,queue,0.5,207,151,538.6,mort
audacieux,queue,0.5,208,156,483.4,mort
audacieux,queue,0.5,209,210,1001.0,mort
audacieux,queue,0.5,210,173,687.0,mort
audacieux,queue,0.5,211,214,1217.6,mort
audacieux,queue,0.5,212,170,655.2,mort
audacieux,queue,0.5,213,221,1175.0,mort
audacieux,queue,0.5,214,130,351.0,mort
audacieux,queue,0.5,215,91,177.4,mort
audacieux,queue,0.5,216,102,190.6,mort
audacieux,queue,0.5,217,169,574.0,mort
audacieux,queue,0.5,218,136,397.6,mort
audacieux,queue,0.5,219,141,465.2,mort
audacieux,queue,0.5,220,107,268.2,mort
audacieux,queue,0.5,221,139,496.2,mort
audacieux,queue,0.5,222,72,128.0,mort
audacieux,queue,0.5,223,127,296.6,mort
audacieux,queue,0.5,224,143,479.8,mort
audacieux,queue,0.5,225,187,782.4,mort
audacieux,queue,0.5,226,223,1169.4,victoire
audacieux,queue,0.5,227,179,643.4,mort
audacieux,queue,0.5,228,112,248.2,mort
audacieux,queue,0.5,229,119,288.4,mort
audacieux,queue,0.5,230,124,311.8,mort
audacieux,queue,0.5,231,105,243.4,mort
audacieux,queue,0.5,232,147,455.6,mort
audacieux,queue,0.5,233,182,618.0,mort
audacieux,queue,0.5,234,185,648.8,mort
audacieux,queue,0.5,235,119,299.6,mort
audacieux,queue,0.5,236,58,100.4,mort
audacieux,queue,0.5,237,189,913.0,mort
audacieux,queue,0.5,238,132,414.0,mort
audacieux,queue,0.5,239,215,1748.0,boucle
audacieux,queue,0.5,240,116,311.8,mort
audacieux,queue,0.5,241,126,341.4,mort
audacieux,queue,0.5,242,118,296.4,mort
audacieux,queue,0.5,243,203,1010.6,mort
audacieux,queue,0.5,244,196,858.0,mort
audacieux,queue,0.5,245,159,568.2,mort
audacieux,queue,0.5,246,218,1165.0,mort
audacieux,queue,0.5,247,123,339.0,mort
audacieux,queue,0.5,248,223,1220.8,victoire
audacieux,queue,0.5,249,118,281.6,mort
audacieux,queue,0.5,250,159,510.0,mort
audacieux,queue,0.5,251,126,379.0,mort
audacieux,queue,0.5,252,163,492.8,mort
audacieux,queue,0.5,253,148,482.4,mort
audacieux,queue,0.5,254,106,260.8,mort
audacieux,queue,0.5,255,195,983.4,mort
audacieux,queue,0.5,256,191,848.6,mort
audacieux,queue,0.5,257,136,393.6,mort
audacieux,queue,0.5,258,211,1393.6,mort
audacieux,queue,0.5,259,72,138.4,mort
audacieux,queue,0.5,260,223,1013.4,victoire
audacieux,queue,0.5,261,110,264.8,mort
audacieux,queue,0.5,262,140,348.8,mort
audacieux,queue,0.5,263,223,1257.0,victoire
audacieux,queue,0.5,264,174,626.0,mort
audacieux,queue,0.5,265,196,835.2,mort
audacieux,queue,0.5,266,107,207.4,mort
audacieux,queue,0.5,267,136,395.0,mort
audacieux,queue,0.5,268,92,174.2,mort
audacieux,queue,0.5,269,104,220.2,mort
audacieux,queue,0.5,270,154,518.8,mort
audacieux,queue,0.5,271,85,166.0,mort
audacieux,queue,0.5,272,138,486.8,mort
audacieux,queue,0.5,273,167,600.4,mort
audacieux,queue,0.5,274,107,243.6,mort
audacieux,queue,0.5,275,221,1322.4,mort
audacieux,queue,0.5,276,99,243.0,mort
audacieux,queue,0.5,277,137,415.2,mort
audacieux,queue,0.5,278,60,109.2,mort
audacieux,queue,0.5,279,136,405.4,mort
audacieux,queue,0.5,280,141,394.4,mort
audacieux,queue,0.5,281,144,376.6,mort
audacieux,queue,0.5,282,136,390.6,mort
audacieux,queue,0.5,283,203,966.8,mort
audacieux,queue,0.5,284,177,814.6,mort
audacieux,queue,0.5,285,92,198.6,mort
audacieux,queue,0.5,286,95,212.0,mort
audacieux,queue,0.5,287,215,1587.4,boucle
audacieux,queue,0.5,288,191,707.2,mort
audacieux,queue,0.5,289,221,1209.4,mort
audacieux,queue,0.5,290,128,368.2,mort
audacieux,queue,0.5,291,153,452.4,mort
audacieux,queue,0.5,292,157,573.4,mort
audacieux,queue,0.5,293,90,183.6,mort
audacieux,queue,0.5,294,148,491.6,mort
audacieux,queue,0.5,295,133,348.0,mort
audacieux,queue,0.5,296,150,535.2,mort
audacieux,queue,0.5,297,59,85.0,mort
audacieux,queue,0.5,298,197,667.2,mort
audacieux,queue,0.5,299,103,268.8,mort
audacieux,queue,0.5,300,117,299.4,mort
audacieux,queue,0.5,301,181,721.6,mort
audacieux,queue,0.5,302,195,846.4,mort
audacieux,queue,0.5,303,179,700.0,mort
audacieux,queue,0.5,304,221,1115.8,mort
audacieux,queue,0.5,305,151,549.0,mort
audacieux,queue,0.5,306,192,797.0,mort
audacieux,queue,0.5,307,123,295.8,mort
audacieux,queue,0.5,308,183,802.2,mort
audacieux,queue,0.5,309,135,347.8,mort
audacieux,queue,0.5,310,216,1208.8,mort
audacieux,queue,0.5,311,209,1090.0,mort
audacieux,queue,0.5,312,200,842.2,mort
audacieux,queue,0.5,313,90,179.4,mort
audacieux,queue,0.5,314,122,314.8,mort
audacieux,queue,0.5,315,161,546.8,mort
audacieux,queue,0.5,316,82,166.6,mort
audacieux,queue,0.5,317,101,248.6,mort
audacieux,queue,0.5,318,215,1078.6,mort
audacieux,queue,0.5,319,124,314.6,mort
audacieux,queue,0.5,320,198,884.6,mort
audacieux,queue,0.5,321,137,452.0,mort
audacieux,queue,0.5,322,173,639.4,mort
audacieux,queue,0.5,323,138,427.4,mort
audacieux,queue,0.5,324,127,386.0,mort
audacieux,queue,0.5,325,203,1061.8,mort
audacieux,queue,0.5,326,118,303.8,mort
audacieux,queue,0.5,327,125,344.8,mort
audacieux,queue,0.5,328,204,1560.6,boucle
audacieux,queue,0.5,329,153,551.6,mort
audacieux,queue,0.5,330,189,672.6,mort
audacieux,queue,0.5,331,99,249.8,mort
audacieux,queue,0.5,332,176,631.8,mort
audacieux,queue,0.5,333,214,966.4,mort
audacieux,queue,0.5,334,143,406.0,mort
audacieux,queue,0.5,335,96,234.4,mort
audacieux,queue,0.5,336,157,605.0,mort
audacieux,queue,0.5,337,177,586.4,mort
audacieux,queue,0.5,338,137,407.8,mort
audacieux,queue,0.5,339,179,624.8,mort
audacieux,queue,0.5,340,165,544.8,mort
audacieux,queue,0.5,341,65,109.2,mort
audacieux,queue,0.5,342,114,251.8,mort
audacieux,queue,0.5,343,143,494.0,mort
audacieux,queue,0.5,344,205,946.0,mort
audacieux,queue,0.5,345,219,1517.8,boucle
audacieux,queue,0.5,346,176,720.6,mort
audacieux,queue,0.5,347,158,575.0,mort
audacieux,queue,0.5,348,101,231.8,mort
audacieux,queue,0.5,349,175,757.0,mort
audacieux,queue,0.5,350,149,482.8,mort
audacieux,queue,0.5,351,95,201.8,mort
audacieux,queue,0.5,352,168,560.4,mort
audacieux,queue,0.5,353,143,410.0,mort
audacieux,queue,0.5,354,105,235.8,mort
audacieux,queue,0.5,355,192,785.4,mort
audacieux,queue,0.5,356,193,793.2,mort
audacieux,queue,0.5,357,100,220.6,mort
audacieux,queue,0.5,358,108,282.2,mort
audacieux,queue,0.5,359,212,1585.4,boucle
audacieux,queue,0.5,360,121,330.4,mort
audacieux,queue,0.5,361,105,274.0,mort
audacieux,queue,0.5,362,93,195.0,mort
audacieux,queue,0.5,363,135,363.2,mort
audacieux,queue,0.5,364,204,883.0,mort
audacieux,queue,0.5,365,93,201.8,mort
audacieux,queue,0.5,366,218,1257.0,mort
audacieux,queue,0.5,367,141,452.6,mort
audacieux,queue,0.5,368,160,558.4,mort
audacieux,queue,0.5,369,166,549.8,mort
audacieux,queue,0.5,370,156,447.2,mort
audacieux,queue,0.5,371,145,403.6,mort
audacieux,queue,0.5,372,187,848.0,mort
audacieux,queue,0.5,373,154,524.8,mort
audacieux,queue,0.5,374,122,286.2,mort
audacieux,queue,0.5,375,148,423.8,mort
audacieux,queue,0.5,376,209,1003.4,mort
audacieux,queue,0.5,377,223,1037.8,victoire
audacieux,queue,0.5,378,121,300.4,mort
audacieux,queue,0.5,379,116,308.6,mort
audacieux,queue,0.5,380,194,773.4,mort
audacieux,queue,0.5,381,184,682.2,mort
audacieux,queue,0.5,382,201,924.0,mort
audacieux,queue,0.5,383,93,178.6,mort
audacieux,queue,0.5,384,209,1017.6,mort
audacieux,queue,0.5,385,181,695.2,mort
audacieux,queue,0.5,386,172,679.2,mort
audacieux,queue,0.5,387,185,796.6,mort
audacieux,queue,0.5,388,117,291.2,mort
audacieux,queue,0.5,389,213,1274.6,mort
audacieux,queue,0.5,390,209,1037.2,mort
audacieux,queue,0.5,391,89,196.6,mort
audacieux,queue,0.5,392,160,533.8,mort
audacieux,queue,0.5,393,117,328.8,mort
audacieux,queue,0.5,394,97,224.8,mort
audacieux,queue,0.5,395,149,407.2,mort
audacieux,queue,0.5,396,162,608.0,mort
audacieux,queue,0.5,397,167,633.6,mort
audacieux,queue,0.5,398,130,387.8,mort
audacieux,queue,0.5,399,123,334.0,mort
glouton,espace,loin_queue,12,116,296.2,mort
glouton,espace,loin_queue,13,119,305.4,mort
glouton,espace,loin_queue,14,208,1136.8,mort
glouton,espace,loin_queue,15,148,624.2,mort
glouton,espace,loin_queue,24,77,165.8,mort
glouton,espace,loin_queue,25,215,1936.2,boucle
glouton,espace,loin_queue,26,103,185.2,mort
glouton,espace,loin_queue,27,115,277.8,mort
glouton,espace,loin_queue,4,128,350.0,mort
glouton,espace,loin_queue,5,105,214.4,mort
glouton,espace,loin_queue,6,189,976.4,mort
glouton,espace,loin_queue,7,211,1596.6,boucle
glouton,espace,loin_queue,0,205,1030.8,mort
glouton,espace,loin_queue,1,223,1007.4,victoire
glouton,espace,loin_queue,2,136,430.2,mort
glouton,espace,loin_queue,3,215,781.0,mort
glouton,espace,loin_queue,32,121,345.2,mort
glouton,espace,loin_queue,33,127,355.4,mort
glouton,espace,loin_queue,34,211,982.0,mort
glouton,espace,loin_queue,35,216,1820.2,boucle
glouton,espace,loin_queue,36,109,272.8,mort
glouton,espace,loin_queue,37,78,166.0,mort
glouton,espace,loin_queue,38,214,1570.2,boucle
glouton,espace,loin_queue,39,215,1837.6,boucle
glouton,espace,loin_queue,20,215,1571.4,boucle
glouton,espace,loin_queue,21,220,1589.6,boucle
glouton,espace,loin_queue,22,133,483.8,mort
glouton,espace,loin_queue,23,119,309.4,mort
glouton,espace,loin_queue,8,111,287.4,mort
glouton,espace,loin_queue,9,217,1647.2,boucle
glouton,espace,loin_queue,10,162,998.2,mort
glouton,espace,loin_queue,11,223,977.6,victoire
glouton,espace,loin_queue,16,200,1048.2,mort
glouton,espace,loin_queue,17,216,1499.2,boucle
glouton,espace,loin_queue,18,211,1380.4,boucle
glouton,espace,loin_queue,19,129,402.4,mort
glouton,espace,loin_queue,28,189,1611.8,boucle
glouton,espace,loin_queue,29,216,1597.6,boucle
glouton,espace,loin_queue,30,220,1485.2,boucle
glouton,espace,loin_queue,31,78,165.2,mort
glouton,espace,loin_queue,64,106,256.4,mort
glouton,espace,loin_queue,65,217,933.0,mort
glouton,espace,loin_queue,66,137,579.2,mort
glouton,espace,loin_queue,67,212,777.8,mort
glouton,espace,loin_queue,68,177,1398.4,boucle
glouton,espace,loin_queue,69,223,887.0,victoire
glouton,espace,loin_queue,70,113,244.8,mort
glouton,espace,loin_queue,71,133,354.8,mort
glouton,espace,loin_queue,76,130,366.0,mort
glouton,espace,loin_queue,77,129,345.6,mort
glouton,espace,loin_queue,78,215,1623.8,boucle
glouton,espace,loin_queue,79,97,211.8,mort
glouton,espace,loin_queue,40,216,910.6,mort
glouton,espace,loin_queue,41,217,1545.8,boucle
glouton,espace,loin_queue,42,209,889.4,mort
glouton,espace,loin_queue,43,217,1589.2,boucle
glouton,espace,loin_queue,44,218,1809.8,boucle
glouton,espace,loin_queue,45,216,1560.4,boucle
glouton,espace,loin_queue,46,217,1439.2,boucle
glouton,espace,loin_queue,47,137,517.8,mort
glouton,espace,loin_queue,60,209,984.6,mort
glouton,espace,loin_queue,61,154,866.6,mort
glouton,espace,loin_queue,62,117,334.8,mort
glouton,espace,loin_queue,63,218,1931.0,boucle
glouton,espace,loin_queue,48,222,1036.0,mort
glouton,espace,loin_queue,49,213,1040.6,mort
glouton,espace,loin_queue,50,223,1035.8,victoire
glouton,espace,loin_queue,51,209,1362.4,mort
glouton,espace,loin_queue,52,213,1652.4,boucle
glouton,espace,loin_queue,53,218,1521.4,boucle
glouton,espace,loin_queue,54,211,1604.0,boucle
glouton,espace,loin_queue,55,134,417.6,mort
glouton,espace,loin_queue,56,213,1692.0,boucle
glouton,espace,loin_queue,57,213,1713.8,boucle
glouton,espace,loin_queue,58,129,335.0,mort
glouton,espace,loin_queue,59,207,1132.8,mort
glouton,espace,loin_queue,72,211,872.4,mort
glouton,espace,loin_queue,73,216,1638.6,boucle
glouton,espace,loin_queue,74,218,1470.6,boucle
glouton,espace,loin_queue,75,215,1552.8,boucle
glouton,espace,loin_queue,100,93,202.2,mort
glouton,espace,loin_queue,101,134,415.0,mort
glouton,espace,loin_queue,102,109,235.6,mort
glouton,espace,loin_queue,103,211,1444.2,boucle
glouton,espace,loin_queue,84,117,318.6,mort
glouton,espace,loin_queue,85,213,1112.2,mort
glouton,espace,loin_queue,86,92,195.0,mort
glouton,espace,loin_queue,87,216,1713.2,boucle
glouton,espace,loin_queue,92,98,184.0,mort
glouton,espace,loin_queue,93,184,1454.8,boucle
glouton,espace,loin_queue,94,207,884.6,mort
glouton,espace,loin_queue,95,117,306.4,mort
glouton,espace,loin_queue,88,94,202.8,mort
glouton,espace,loin_queue,89,171,1180.0,mort
glouton,espace,loin_queue,90,133,375.8,mort
glouton,espace,loin_queue,91,221,1910.6,boucle
glouton,espace,loin_queue,112,122,276.8,mort
glouton,espace,loin_queue,113,213,1646.2,boucle
glouton,espace,loin_queue,114,211,1353.8,mort
glouton,espace,loin_queue,115,98,212.8,mort
glouton,espace,loin_queue,80,213,1502.6,boucle
glouton,espace,loin_queue,81,211,1487.2,boucle
glouton,espace,loin_queue,82,219,1557.6,boucle
glouton,espace,loin_queue,83,220,1490.0,boucle
glouton,espace,loin_queue,96,214,2009.4,boucle
glouton,espace,loin_queue,97,214,1627.6,boucle
glouton,espace,loin_queue,98,143,529.0,mort
glouton,espace,loin_queue,99,206,857.2,mort
glouton,espace,loin_queue,108,192,1529.4,mort
glouton,espace,loin_queue,109,186,1749.8,mort
glouton,espace,loin_queue,110,133,400.6,mort
glouton,espace,loin_queue,111,121,324.6,mort
glouton,espace,loin_queue,120,129,320.8,mort
glouton,espace,loin_queue,121,114,260.2,mort
glouton,espace,loin_queue,122,209,983.2,mort
glouton,espace,loin_queue,123,220,1736.4,boucle
glouton,espace,loin_queue,104,210,1507.8,boucle
glouton,espace,loin_queue,105,223,835.2,victoire
glouton,espace,loin_queue,106,220,1703.6,boucle
glouton,espace,loin_queue,107,220,1481.6,boucle
glouton,espace,loin_queue,124,209,1054.4,mort
glouton,espace,loin_queue,125,148,770.0,mort
glouton,espace,loin_queue,126,209,1294.2,mort
glouton,espace,loin_queue,127,101,223.2,mort
glouton,espace,loin_queue,132,212,1424.8,boucle
glouton,espace,loin_queue,133,124,360.0,mort
glouton,espace,loin_queue,134,134,340.4,mort
glouton,espace,loin_queue,135,196,1095.2,mort
glouton,espace,loin_queue,116,211,961.0,mort
glouton,espace,loin_queue,117,217,1565.8,boucle
glouton,espace,loin_queue,118,211,1030.4,mort
glouton,espace,loin_queue,119,203,908.8,mort
glouton,espace,loin_queue,140,214,1110.2,mort
glouton,espace,loin_queue,141,67,146.0,mort
glouton,espace,loin_queue,142,206,973.4,mort
glouton,espace,loin_queue,143,123,316.6,mort
glouton,espace,loin_queue,128,221,1452.4,boucle
glouton,espace,loin_queue,129,147,762.4,mort
glouton,espace,loin_queue,130,221,1156.2,mort
glouton,espace,loin_queue,131,214,1615.4,boucle
glouton,espace,loin_queue,152,215,1571.8,boucle
glouton,espace,loin_queue,153,75,135.2,mort
glouton,espace,loin_queue,154,133,386.0,mort
glouton,espace,loin_queue,155,206,928.4,mort
glouton,espace,loin_queue,160,179,1011.2,mort
glouton,espace,loin_queue,161,142,615.6,mort
glouton,espace,loin_queue,162,130,430.4,mort
glouton,espace,loin_queue,163,103,247.2,mort
glouton,espace,loin_queue,144,207,872.8,mort
glouton,espace,loin_queue,145,209,1063.0,mort
glouton,espace,loin_queue,146,134,431.2,mort
glouton,espace,loin_queue,147,214,932.2,mort
glouton,espace,loin_queue,136,211,1452.2,boucle
glouton,espace,loin_queue,137,138,396.2,mort
glouton,espace,loin_queue,138,210,2043.0,boucle
glouton,espace,loin_queue,139,140,401.0,mort
glouton,espace,loin_queue,148,122,329.6,mort
glouton,espace,loin_queue,149,211,1036.4,mort
glouton,espace,loin_queue,150,192,1061.2,mort
glouton,espace,loin_queue,151,192,1490.6,boucle
glouton,espace,loin_queue,172,199,1951.2,mort
glouton,espace,loin_queue,173,139,595.2,mort
glouton,espace,loin_queue,174,108,249.0,mort
glouton,espace,loin_queue,175,135,364.6,mort
glouton,espace,loin_queue,168,85,157.0,mort
glouton,espace,loin_queue,169,222,942.4,mort
glouton,espace,loin_queue,170,219,1577.6,boucle
glouton,espace,loin_queue,171,201,1063.0,mort
glouton,espace,loin_queue,156,108,253.4,mort
glouton,espace,loin_queue,157,208,1842.0,boucle
glouton,espace,loin_queue,158,194,1998.4,mort
glouton,espace,loin_queue,159,205,1020.8,mort
glouton,espace,loin_queue,188,137,326.2,mort
glouton,espace,loin_queue,189,121,344.6,mort
glouton,espace,loin_queue,190,204,1113.2,mort
glouton,espace,loin_queue,191,214,1576.4,boucle
glouton,espace,loin_queue,164,211,1677.4,boucle
glouton,espace,loin_queue,165,194,1466.2,mort
glouton,espace,loin_queue,166,215,1572.0,boucle
glouton,espace,loin_queue,167,141,633.2,mort
glouton,espace,loin_queue,180,220,1561.8,boucle
glouton,espace,loin_queue,181,104,245.4,mort
glouton,espace,loin_queue,182,136,462.4,mort
glouton,espace,loin_queue,183,209,1610.4,boucle
glouton,espace,loin_queue,184,215,1525.8,boucle
glouton,espace,loin_queue,185,216,1613.0,boucle
glouton,espace,loin_queue,186,133,411.8,mort
glouton,espace,loin_queue,187,133,356.8,mort
glouton,espace,loin_queue,192,208,1526.4,boucle
