model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,classability
selected:3b3a0bf2cfb1,ordered_1m_seed23,20001,74,173.54186987876892,wall time at terminal event or external cutoff; source display never freezes,714.4400000000102,74,853,False,self_collision,77,0.0005519128628457601,0.0009107164005399682,2000,5,4.909466539079948,1000000,249751,180.49703595899882,0,0,terminal game; official multi-trial aggregation unknown
