model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,policy_kind,safety_filter,filter_overrides,learned_choice_states,classability
candidate_000200000:345dc715390b,candidate_000200000:345dc715390b,890002,73,407.077841758728,wall time at terminal event or external cutoff; source display never freezes,633.6500000000012,73,2000,False,external_step_limit,76,0.0006005167594921658,0.0005817131504954887,2000,5,4.910097193979959,200000,24985,30.225573749999967,"{'transitions': 6000, 'supervised_updates': 500, 'wall_seconds': 1.0912658329998521}",0,rl_with_safety_filter,rewired-cycle-v1,0,3,not established for externally interrupted games
