model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,policy_kind,safety_filter,filter_overrides,learned_choice_states,classability
candidate_pure:3e5843aecdc3,ordered_1m_seed23,880103,44,72.63165211677551,wall time at terminal event or external cutoff; source display never freezes,423.7600000000016,44,357,False,self_collision,47,0.00024217976750237757,0.0006011163994116941,1000,5,4.901304765281998,1167138,260135,180.49703595899882,0,0,pure_rl,,0,0,terminal game; official multi-trial aggregation unknown
