model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,classability
selected:3b3a0bf2cfb1,ordered_1m_seed23,20005,47,90.13334512710571,wall time at terminal event or external cutoff; source display never freezes,452.080000000003,47,444,False,self_collision,50,0.0005394176823920298,0.0008824480994007898,2000,5,4.91493303063572,1000000,249751,180.49703595899882,0,0,terminal game; official multi-trial aggregation unknown
