n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
1,2,263,131.50,2.2,0,corps,199.90202449591717,0.3903
2,2,552,276.00,2.2,0,corps,199.8040979673415,0.1824
3,2,439,219.50,2.2,0,corps,199.70622038979133,0.2295
4,0,445,445.00,1.3,0,famine_truncated,199.60839173879728,0.0030
5,2,258,129.00,2.2,0,corps,199.51061198990217,0.3761
6,2,496,248.00,2.2,0,corps,199.41288111866112,0.2019
7,2,616,308.00,2.2,0,corps,199.3151991006413,0.1676
8,2,313,156.50,2.2,0,corps,199.21756591142233,0.2990
9,2,408,204.00,2.2,0,corps,199.11998152659584,0.2450
10,2,99,49.50,2.2,0,corps,199.02244592176575,0.9348
11,2,190,95.00,2.2,0,corps,198.92495907254815,0.4970
12,1,764,764.00,1.8,0,famine_truncated,198.82752095457133,0.0504
13,1,445,445.00,1.8,0,famine_truncated,198.73013154347575,0.0814
14,2,469,234.50,2.2,0,corps,198.63279081491407,0.1937
15,2,494,247.00,2.2,0,corps,198.53549874455112,0.1917
16,2,569,284.50,2.2,0,corps,198.4382553080639,0.1583
17,1,486,486.00,1.8,0,famine_truncated,198.34106048114148,0.0783
18,2,695,347.50,2.2,0,corps,198.2439142394852,0.1270
19,2,277,138.50,2.2,0,corps,198.14681655880847,0.2966
20,0,445,445.00,1.3,0,famine_truncated,198.04976741483696,0.0100
21,2,521,260.50,2.2,0,corps,197.95276678330828,0.1626
22,2,701,350.50,2.2,0,corps,197.85581463997227,0.1344
23,3,66,22.00,2.7,0,corps,197.75891096059095,1.7352
24,2,365,182.50,2.2,0,corps,197.66205572093838,0.2635
25,0,445,445.00,1.3,0,famine_truncated,197.56524889680077,0.0081
26,2,234,117.00,2.2,0,corps,197.46849046397637,0.3593
27,0,445,445.00,1.3,0,famine_truncated,197.3717803982756,0.0075
28,0,445,445.00,1.3,0,famine_truncated,197.27511867552093,0.0033
29,2,549,274.50,2.2,0,corps,197.17850527154695,0.1458
30,2,356,178.00,2.2,0,corps,197.08194016220028,0.2591
31,2,636,318.00,2.2,0,corps,196.98542332333966,0.1219
32,2,131,65.50,2.2,0,corps,196.8889547308359,0.6377
33,2,146,73.00,2.2,0,corps,196.79253436057178,0.5829
34,0,445,445.00,1.3,0,famine_truncated,196.6961621884423,0.0091
35,2,493,246.50,2.2,0,corps,196.59983819035435,0.1431
36,2,232,116.00,2.2,0,corps,196.50356234222696,0.3166
37,2,332,166.00,2.2,0,corps,196.4073346199911,0.2402
38,1,715,715.00,1.8,0,famine_truncated,196.31115499958997,0.0550
39,0,445,445.00,1.3,0,famine_truncated,196.21502345697857,0.0074
40,2,345,172.50,2.2,0,corps,196.11893996812404,0.2059
41,2,510,255.00,2.2,0,corps,196.0229045090055,0.1754
42,2,341,170.50,2.2,0,corps,195.92691705561407,0.2156
43,2,477,238.50,2.2,0,corps,195.83097758395294,0.1521
44,1,823,823.00,1.8,0,famine_truncated,195.73508607003717,0.0514
45,2,251,125.50,2.2,0,corps,195.63924248989392,0.3349
46,0,445,445.00,1.3,0,famine_truncated,195.5434468195623,0.0180
47,2,510,255.00,2.2,0,corps,195.4476990350934,0.1395
48,2,86,43.00,2.2,0,corps,195.3519991125502,0.6838
49,2,410,205.00,2.2,0,corps,195.25634702800784,0.1952
50,0,445,445.00,1.3,0,famine_truncated,195.1607427575532,0.0240
51,2,703,351.50,2.2,0,corps,195.06518627728525,0.1057
52,3,667,222.33,2.7,0,corps,194.96967756331486,0.1857
53,1,576,576.00,1.8,0,famine_truncated,194.87421659176488,0.0682
54,2,513,256.50,2.2,0,corps,194.77880333877,0.1493
55,2,281,140.50,2.2,0,corps,194.683437780477,0.2496
56,2,611,305.50,2.2,0,corps,194.5881198930444,0.1324
57,2,348,174.00,2.2,0,corps,194.49284965264278,0.1897
58,2,273,136.50,2.2,0,corps,194.39762703545455,0.2368
59,2,189,94.50,2.2,0,corps,194.30245201767406,0.3597
60,0,445,445.00,1.3,0,famine_truncated,194.2073245755076,0.0163
61,2,308,154.00,2.2,0,corps,194.11224468517327,0.2289
62,1,862,862.00,1.8,0,famine_truncated,194.0172123229011,0.0498
63,0,445,445.00,1.3,0,famine_truncated,193.92222746493297,0.0062
64,2,75,37.50,2.2,0,corps,193.82729008752273,0.8626
65,2,373,186.50,2.2,0,corps,193.73240016693597,0.1869
66,1,509,509.00,1.8,0,famine_truncated,193.63755767945028,0.0759
67,2,322,161.00,2.2,0,corps,193.54276260135498,0.2020
68,2,77,38.50,2.2,0,corps,193.44801490895128,0.8155
69,2,264,132.00,2.2,0,corps,193.35331457855233,0.2496
