n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
79,2,392,196.00,2.2,0,corps,165.9482267192677,0.1665
80,2,169,84.50,2.2,0,corps,165.55884308481654,0.3430
81,3,195,65.00,2.7,0,corps,165.17043169364106,0.4609
82,2,189,94.50,2.2,0,corps,164.78299011816878,0.2802
83,2,99,49.50,2.2,0,corps,164.39651593688856,0.6246
84,2,117,58.50,2.2,0,corps,164.01100673433555,0.4337
85,2,326,163.00,2.2,0,corps,163.62646010107596,0.1946
86,2,84,42.00,2.2,0,corps,163.24287363369208,0.5555
87,3,383,127.67,2.7,0,corps,162.8602449347673,0.2488
88,2,131,65.50,2.2,0,corps,162.47857161287092,0.3802
89,2,336,168.00,2.2,0,corps,162.09785128254347,0.1721
90,2,18,9.00,2.2,0,corps,161.71808156428165,2.7709
91,2,100,50.00,2.2,0,corps,161.33926008452346,0.5769
92,2,438,219.00,2.2,0,corps,160.96138447563345,0.1539
93,5,434,86.80,3.6,0,corps,160.58445237588785,0.3106
94,2,315,157.50,2.2,0,corps,160.20846142945976,0.1959
95,2,59,29.50,2.2,0,corps,159.83340928640456,0.8883
96,2,456,228.00,2.2,0,corps,159.45929360264518,0.1311
97,0,301,301.00,1.3,0,famine_timeout_flaw,159.08611203995727,0.1749
98,2,108,54.00,2.2,0,corps,158.71386226595493,0.4735
99,2,379,189.50,2.2,0,corps,158.3425419540759,0.1693
100,2,236,118.00,2.2,0,corps,157.97214878356692,0.2108
101,2,233,116.50,2.2,0,corps,157.60268043946954,0.2701
102,2,235,117.50,2.2,0,corps,157.23413461260537,0.2788
103,2,126,63.00,2.2,0,corps,156.8665089995618,0.4526
104,2,168,84.00,2.2,0,corps,156.4998013026776,0.2704
105,0,301,301.00,1.3,0,famine_timeout_flaw,156.1340092300284,0.2494
106,2,184,92.00,2.2,0,corps,155.76913049541258,0.2775
107,2,281,140.50,2.2,0,corps,155.4051628183369,0.1198
108,2,235,117.50,2.2,0,corps,155.0421039240021,0.2328
109,3,176,58.67,2.7,0,corps,154.679951543289,0.5185
110,2,37,18.50,2.2,0,corps,154.31870341274401,1.0816
111,2,172,86.00,2.2,0,corps,153.95835727456512,0.3404
112,2,88,44.00,2.2,0,corps,153.59891087658784,0.7029
113,2,179,89.50,2.2,0,corps,153.240361972271,0.3007
114,0,301,301.00,1.3,0,famine_timeout_flaw,152.8827083206827,0.2436
115,1,477,477.00,1.8,0,famine_timeout_flaw,152.52594768648655,0.2223
116,1,436,436.00,1.8,0,famine_timeout_flaw,152.1700778399274,0.2492
117,2,75,37.50,2.2,0,corps,151.81509655681754,0.7860
118,2,196,98.00,2.2,0,corps,151.46100161852277,0.3069
119,2,227,113.50,2.2,0,corps,151.10779081194866,0.2383
120,2,99,49.50,2.2,0,corps,150.7554619295264,0.4896
121,5,188,37.60,3.6,0,corps,150.40401276919943,0.7068
122,2,224,112.00,2.2,0,corps,150.05344113440927,0.2856
123,2,158,79.00,2.2,0,corps,149.70374483408213,0.3175
124,2,140,70.00,2.2,0,corps,149.35492168261496,0.4098
125,2,242,121.00,2.2,0,corps,149.00696949986195,0.2633
126,2,59,29.50,2.2,0,corps,148.65988611112078,0.7426
127,2,124,62.00,2.2,0,corps,148.3136693471192,0.5570
128,2,132,66.00,2.2,0,corps,147.96831704400128,0.4168
129,2,164,82.00,2.2,0,corps,147.62382704331398,0.3118
130,0,301,301.00,1.3,0,famine_timeout_flaw,147.28019719199372,0.3781
131,2,270,135.00,2.2,0,corps,146.93742534235275,0.2614
132,2,125,62.50,2.2,0,corps,146.595509352066,0.4275
133,2,223,111.50,2.2,0,corps,146.25444708415728,0.2777
134,4,124,31.00,3.1,0,corps,145.91423640698636,1.1375
135,3,226,75.33,2.7,0,corps,145.57487519423546,0.3604
136,1,424,424.00,1.8,0,famine_timeout_flaw,145.23636132489582,0.3175
137,1,447,447.00,1.8,0,famine_timeout_flaw,144.89869268325472,0.2481
138,2,186,93.00,2.2,0,corps,144.561867158882,0.3323
139,3,162,54.00,2.7,0,corps,144.22588264661704,0.4943
140,2,172,86.00,2.2,0,corps,143.89073704655556,0.3527
141,2,62,31.00,2.2,0,corps,143.55642826403644,0.8973
142,2,162,81.00,2.2,0,corps,143.22295420962877,0.5958
143,3,164,54.67,2.7,0,corps,142.89031279911853,0.6501
144,2,208,104.00,2.2,0,corps,142.55850195349592,0.4460
145,2,293,146.50,2.2,0,corps,142.22751959894197,0.3671
146,3,156,52.00,2.7,0,corps,141.897363666816,0.4627
147,2,273,136.50,2.2,0,corps,141.56803209364227,0.3478
148,5,123,24.60,3.6,0,corps,141.2395228210974,1.7432
149,2,230,115.00,2.2,0,corps,140.91183379599735,0.4556
150,4,218,54.50,3.1,0,corps,140.58496297028472,0.7260
151,2,61,30.50,2.2,0,corps,140.25890830101574,0.9891
152,3,200,66.67,2.7,0,corps,139.9336677503476,0.5381
153,2,75,37.50,2.2,0,corps,139.60923928552592,0.8146
154,2,53,26.50,2.2,0,corps,139.28562087887167,1.1860
155,2,117,58.50,2.2,0,corps,138.96281050776872,0.6978
156,3,78,26.00,2.7,0,corps,138.64080615465127,0.9448
157,2,61,30.50,2.2,0,corps,138.31960580699106,0.7144
158,2,97,48.50,2.2,0,corps,137.99920745728485,0.6286
159,2,65,32.50,2.2,0,corps,137.6796091030419,0.9497
160,2,178,89.00,2.2,0,corps,137.36080874677148,0.5124
161,3,148,49.33,2.7,0,corps,137.0428043959703,0.5052
162,2,227,113.50,2.2,0,corps,136.72559406311012,0.2616
163,2,99,49.50,2.2,0,corps,136.40917576562538,0.4114
164,2,317,158.50,2.2,0,corps,136.09354752590068,0.2252
165,4,345,86.25,3.1,0,corps,135.77870737125846,0.2975
166,3,92,30.67,2.7,0,corps,135.46465333394676,0.6547
167,2,277,138.50,2.2,0,corps,135.1513834511268,0.3355
168,2,46,23.00,2.2,0,corps,134.83889576486078,1.3965
169,2,32,16.00,2.2,0,corps,134.5271883220997,1.0269
170,3,98,32.67,2.7,0,corps,134.216259174671,0.8796
171,2,157,78.50,2.2,0,corps,133.90610637926645,0.3916
172,2,155,77.50,2.2,0,corps,133.59672799743015,0.3304
173,2,254,127.00,2.2,0,corps,133.28812209554616,0.1982
174,2,122,61.00,2.2,0,corps,132.98028674482657,0.3198
175,2,274,137.00,2.2,0,corps,132.6732200212995,0.2617
176,2,81,40.50,2.2,0,corps,132.36692000579686,0.5553
177,2,123,61.50,2.2,0,corps,132.0613847839426,0.3623
178,2,93,46.50,2.2,0,corps,131.75661244614056,0.4512
179,2,118,59.00,2.2,0,corps,131.45260108756267,0.4673
180,2,310,155.00,2.2,0,corps,131.14934880813692,0.1738
181,2,112,56.00,2.2,0,corps,130.84685371253562,0.6381
182,5,312,62.40,3.6,0,corps,130.54511391016337,0.4471
183,2,51,25.50,2.2,0,corps,130.24412751514544,0.8328
184,2,145,72.50,2.2,0,corps,129.94389264631593,0.3276
185,2,97,48.50,2.2,0,corps,129.64440742720592,0.5572
186,2,85,42.50,2.2,0,corps,129.34566998603174,0.7197
187,2,149,74.50,2.2,0,corps,129.04767845568352,0.4537
188,3,132,44.00,2.7,0,corps,128.75043097371315,0.7114
189,2,44,22.00,2.2,0,corps,128.45392568232293,1.0879
190,2,46,23.00,2.2,0,corps,128.15816072835383,1.0214
191,2,212,106.00,2.2,0,corps,127.86313426327389,0.3297
192,3,71,23.67,2.7,0,corps,127.56884444316677,0.9338
193,5,212,42.40,3.6,0,corps,127.27528942872013,0.8724
194,4,361,90.25,3.1,0,corps,126.98246738521416,0.4002
195,3,140,46.67,2.7,0,corps,126.69037648251017,0.5477
196,2,57,28.50,2.2,0,corps,126.39901489503906,0.7290
197,2,91,45.50,2.2,0,corps,126.10838080178992,0.6327
198,2,197,98.50,2.2,0,corps,125.81847238629875,0.5298
199,2,314,157.00,2.2,0,corps,125.52928783663704,0.2715
200,2,75,37.50,2.2,0,corps,125.24082534540035,0.8237
201,2,120,60.00,2.2,0,corps,124.95308310969722,0.7120
202,3,102,34.00,2.7,0,corps,124.6660593311377,0.7928
