cycle,threshold,seed,victory,score,steps,cause,fill,switch_step,switch_fill,ordered_step,transition_steps,shortcuts,rebuilds,rebuild_kept,rebuild_fails,seconds
reconstruit,0.4,1001,True,223,4277,victoire,1.0,795,0.4,896,102,0,44,83,4,1.55
reconstruit,0.4,1002,True,223,3903,victoire,1.0,873,0.4,1005,133,0,53,72,4,1.53
reconstruit,0.4,1003,True,223,3924,victoire,1.0,829,0.4,930,102,0,45,86,3,0.99
reconstruit,0.4,1004,True,223,4148,victoire,1.0,881,0.4,915,35,0,61,72,2,1.29
reconstruit,0.4,1005,False,222,6092,corps,1.0,857,0.4,,5235,0,0,0,0,12.23
reconstruit,0.4,1006,True,223,3806,victoire,1.0,784,0.4,913,130,0,42,83,4,1.4
reconstruit,0.4,1007,True,223,4168,victoire,1.0,822,0.4,1027,206,0,46,66,12,2.04
reconstruit,0.4,1008,False,185,3648,corps,0.8355555555555556,761,0.4,,2887,0,0,0,0,6.27
reconstruit,0.4,1009,True,223,4171,victoire,1.0,873,0.4,892,20,0,45,77,14,1.96
reconstruit,0.4,1010,True,223,4049,victoire,1.0,842,0.4,924,83,0,52,76,6,1.59
reconstruit,0.4,1011,True,223,3720,victoire,1.0,753,0.4,1172,420,0,41,72,1,1.48
reconstruit,0.4,1012,True,223,4566,victoire,1.0,1000,0.4,1091,92,0,53,78,4,1.54
reconstruit,0.4,1013,False,220,5488,corps,0.9911111111111112,784,0.4,,4704,0,0,0,0,11.46
reconstruit,0.4,1014,True,223,4164,victoire,1.0,899,0.4,970,72,0,55,72,7,1.8
reconstruit,0.4,1015,False,220,8770,boucle,0.9911111111111112,847,0.4,,7923,0,0,0,0,19.55
reconstruit,0.4,1016,True,223,3598,victoire,1.0,833,0.4,1151,319,0,60,62,0,1.4
reconstruit,0.4,1017,True,223,4057,victoire,1.0,781,0.4,846,66,0,40,85,8,1.52
reconstruit,0.4,1018,False,217,8606,boucle,0.9777777777777777,943,0.4,,7663,0,0,0,0,20.35
reconstruit,0.4,1019,False,221,6098,corps,0.9955555555555555,936,0.4,,5162,0,0,0,0,12.86
reconstruit,0.4,1020,False,220,8912,boucle,0.9911111111111112,917,0.4,,7995,0,0,0,0,22.02
reconstruit,0.4,1021,True,223,4329,victoire,1.0,805,0.4,901,97,0,46,80,10,1.83
reconstruit,0.4,1022,True,223,4065,victoire,1.0,881,0.4,951,71,0,44,76,14,1.89
reconstruit,0.4,1023,False,210,5014,corps,0.9466666666666667,990,0.4,,4024,0,0,0,0,9.45
reconstruit,0.4,1024,False,196,4156,corps,0.8844444444444445,880,0.4,,3276,0,0,0,0,7.52
reconstruit,0.4,1025,True,223,4010,victoire,1.0,815,0.4,1082,268,0,45,64,10,2.29
reconstruit,0.4,1026,False,217,9363,boucle,0.9777777777777777,860,0.4,,8503,0,0,0,0,23.41
reconstruit,0.4,1027,True,223,3981,victoire,1.0,804,0.4,841,38,0,57,74,5,1.43
reconstruit,0.4,1028,False,211,5132,corps,0.9511111111111111,856,0.4,,4276,0,0,0,0,10.43
reconstruit,0.4,1029,True,223,5071,victoire,1.0,894,0.4,946,53,0,42,76,17,2.49
reconstruit,0.45,1000,False,205,5915,corps,0.9244444444444444,998,0.4533333333333333,,4917,0,0,0,0,12.44
reconstruit,0.45,1001,False,217,6060,corps,0.9777777777777777,934,0.4533333333333333,,5126,0,0,0,0,12.83
reconstruit,0.45,1002,True,223,4263,victoire,1.0,1053,0.4533333333333333,1136,84,0,42,74,7,1.71
reconstruit,0.45,1003,True,223,3812,victoire,1.0,991,0.4533333333333333,1147,157,0,43,69,3,1.24
reconstruit,0.45,1004,False,219,7892,boucle,0.9866666666666667,1042,0.4533333333333333,,6850,0,0,0,0,19.23
reconstruit,0.45,1005,False,222,6092,corps,1.0,1022,0.4533333333333333,,5070,0,0,0,0,12.17
reconstruit,0.45,1006,True,223,3856,victoire,1.0,1032,0.4533333333333333,1455,424,0,41,64,6,1.91
reconstruit,0.45,1007,True,223,4168,victoire,1.0,966,0.4533333333333333,1027,62,0,46,66,12,1.81
reconstruit,0.45,1008,False,185,3648,corps,0.8355555555555556,880,0.4533333333333333,,2768,0,0,0,0,6.05
reconstruit,0.45,1009,False,215,9131,boucle,0.9688888888888889,1254,0.4533333333333333,,7877,0,0,0,0,19.93
reconstruit,0.45,1010,False,218,8784,boucle,0.9822222222222222,1003,0.4533333333333333,,7781,0,0,0,0,20.42
reconstruit,0.45,1011,True,223,3720,victoire,1.0,987,0.4533333333333333,1172,186,0,41,72,1,1.14
reconstruit,0.45,1012,False,220,8877,boucle,0.9911111111111112,1199,0.4533333333333333,,7678,0,0,0,0,22.45
reconstruit,0.45,1013,False,220,5488,corps,0.9911111111111112,901,0.4533333333333333,,4587,0,0,0,0,11.32
reconstruit,0.45,1014,True,223,4320,victoire,1.0,1164,0.4533333333333333,1229,66,0,39,78,6,1.52
reconstruit,0.45,1015,False,220,8770,boucle,0.9911111111111112,976,0.4533333333333333,,7794,0,0,0,0,21.65
reconstruit,0.45,1016,True,223,3598,victoire,1.0,1056,0.4533333333333333,1151,96,0,60,62,0,1.03
reconstruit,0.45,1017,False,218,6065,corps,0.9822222222222222,957,0.4533333333333333,,5108,0,0,0,0,12.73
reconstruit,0.45,1018,False,217,8606,boucle,0.9777777777777777,1237,0.4533333333333333,,7369,0,0,0,0,21.79
reconstruit,0.45,1019,False,221,6098,corps,0.9955555555555555,1068,0.4533333333333333,,5030,0,0,0,0,12.96
reconstruit,0.45,1020,False,220,8912,boucle,0.9911111111111112,1106,0.4533333333333333,,7806,0,0,0,0,24.03
reconstruit,0.45,1021,False,220,5940,corps,0.9911111111111112,987,0.4533333333333333,,4953,0,0,0,0,13.86
reconstruit,0.45,1022,True,223,4387,victoire,1.0,1045,0.4533333333333333,1098,54,0,32,87,3,1.24
reconstruit,0.45,1023,False,210,5014,corps,0.9466666666666667,1141,0.4533333333333333,,3873,0,0,0,0,10.72
reconstruit,0.45,1024,False,196,4156,corps,0.8844444444444445,1075,0.4533333333333333,,3081,0,0,0,0,8.65
reconstruit,0.45,1025,True,223,4010,victoire,1.0,996,0.4533333333333333,1082,87,0,45,64,10,2.24
reconstruit,0.45,1026,False,217,9363,boucle,0.9777777777777777,1105,0.4533333333333333,,8258,0,0,0,0,26.58
reconstruit,0.45,1027,True,223,4104,victoire,1.0,874,0.4533333333333333,1122,249,0,49,68,3,1.83
reconstruit,0.45,1028,False,211,5132,corps,0.9511111111111111,1040,0.4533333333333333,,4092,0,0,0,0,12.75
reconstruit,0.45,1029,False,219,9634,boucle,0.9866666666666667,1080,0.4533333333333333,,8554,0,0,0,0,26.84
reconstruit,0.5,1000,False,205,5915,corps,0.9244444444444444,1159,0.5022222222222222,,4756,0,0,0,0,14.14
reconstruit,0.5,1001,False,217,6060,corps,0.9777777777777777,1191,0.5022222222222222,,4869,0,0,0,0,14.73
reconstruit,0.5,1002,False,199,4489,corps,0.8977777777777778,1264,0.5022222222222222,,3225,0,0,0,0,9.23
reconstruit,0.5,1003,False,221,5401,corps,0.9955555555555555,1260,0.5022222222222222,,4141,0,0,0,0,11.87
reconstruit,0.5,1004,False,219,7892,boucle,0.9866666666666667,1241,0.5022222222222222,,6651,0,0,0,0,20.93
reconstruit,0.5,1005,False,222,6092,corps,1.0,1290,0.5022222222222222,,4802,0,0,0,0,13.85
reconstruit,0.5,1006,True,223,3856,victoire,1.0,1405,0.5022222222222222,1455,51,0,41,64,6,1.64
reconstruit,0.5,1007,False,213,6336,corps,0.96,1158,0.5022222222222222,,5178,0,0,0,0,13.77
reconstruit,0.5,1008,False,185,3648,corps,0.8355555555555556,1164,0.5022222222222222,,2484,0,0,0,0,6.26
reconstruit,0.5,1009,False,215,9131,boucle,0.9688888888888889,1412,0.5022222222222222,,7719,0,0,0,0,20.61
reconstruit,0.5,1010,False,218,8784,boucle,0.9822222222222222,1370,0.5022222222222222,,7414,0,0,0,0,20.07
reconstruit,0.5,1011,False,221,8037,boucle,0.9955555555555555,1171,0.5022222222222222,,6866,0,0,0,0,19.59
reconstruit,0.5,1012,False,220,8877,boucle,0.9911111111111112,1416,0.5022222222222222,,7461,0,0,0,0,21.73
reconstruit,0.5,1013,False,220,5488,corps,0.9911111111111112,1099,0.5022222222222222,,4389,0,0,0,0,11.47
reconstruit,0.5,1014,False,206,5478,corps,0.9288888888888889,1383,0.5022222222222222,,4095,0,0,0,0,10.83
reconstruit,0.5,1015,False,220,8770,boucle,0.9911111111111112,1329,0.5022222222222222,,7441,0,0,0,0,20.01
reconstruit,0.5,1016,False,218,8521,boucle,0.9822222222222222,1251,0.5022222222222222,,7270,0,0,0,0,19.55
reconstruit,0.5,1017,False,218,6065,corps,0.9822222222222222,1125,0.5022222222222222,,4940,0,0,0,0,12.53
reconstruit,0.5,1018,False,217,8606,boucle,0.9777777777777777,1470,0.5022222222222222,,7136,0,0,0,0,20.1
reconstruit,0.5,1019,False,221,6098,corps,0.9955555555555555,1318,0.5022222222222222,,4780,0,0,0,0,12.83
reconstruit,0.5,1020,False,220,8912,boucle,0.9911111111111112,1230,0.5022222222222222,,7682,0,0,0,0,21.76
reconstruit,0.5,1021,False,220,5940,corps,0.9911111111111112,1183,0.5022222222222222,,4757,0,0,0,0,12.18
reconstruit,0.5,1022,True,223,3497,victoire,1.0,1146,0.5022222222222222,1237,92,0,50,58,4,1.27
reconstruit,0.5,1023,False,210,5014,corps,0.9466666666666667,1264,0.5022222222222222,,3750,0,0,0,0,9.22
reconstruit,0.5,1024,False,196,4156,corps,0.8844444444444445,1235,0.5022222222222222,,2921,0,0,0,0,7.24
reconstruit,0.5,1025,False,219,8621,boucle,0.9866666666666667,1219,0.5022222222222222,,7402,0,0,0,0,19.76
reconstruit,0.5,1026,False,217,9363,boucle,0.9777777777777777,1262,0.5022222222222222,,8101,0,0,0,0,23.8
reconstruit,0.5,1027,False,219,8288,boucle,0.9866666666666667,1299,0.5022222222222222,,6989,0,0,0,0,19.79
reconstruit,0.5,1028,False,211,5132,corps,0.9511111111111111,1229,0.5022222222222222,,3903,0,0,0,0,10.52
reconstruit,0.5,1029,False,219,9634,boucle,0.9866666666666667,1274,0.5022222222222222,,8360,0,0,0,0,24.17
reconstruit,0.6,1000,False,205,5915,corps,0.9244444444444444,1739,0.6,,4176,0,0,0,0,11.28
reconstruit,0.6,1001,False,217,6060,corps,0.9777777777777777,1679,0.6,,4381,0,0,0,0,12.01
reconstruit,0.6,1002,False,199,4489,corps,0.8977777777777778,1754,0.6,,2735,0,0,0,0,7.23
reconstruit,0.6,1003,False,221,5401,corps,0.9955555555555555,1771,0.6,,3630,0,0,0,0,9.69
reconstruit,0.6,1004,False,219,7892,boucle,0.9866666666666667,1732,0.6,,6160,0,0,0,0,18.54
reconstruit,0.6,1005,False,222,6092,corps,1.0,1909,0.6,,4183,0,0,0,0,11.59
reconstruit,0.6,1006,False,205,5434,corps,0.9244444444444444,1914,0.6,,3520,0,0,0,0,9.58
reconstruit,0.6,1007,False,213,6336,corps,0.96,1937,0.6,,4399,0,0,0,0,12.25
reconstruit,0.6,1008,False,185,3648,corps,0.8355555555555556,1875,0.6,,1773,0,0,0,0,4.62
reconstruit,0.6,1009,False,215,9131,boucle,0.9688888888888889,1998,0.6,,7133,0,0,0,0,19.13
reconstruit,0.6,1010,False,218,8784,boucle,0.9822222222222222,1889,0.6,,6895,0,0,0,0,19.74
reconstruit,0.6,1011,False,221,8037,boucle,0.9955555555555555,1596,0.6,,6441,0,0,0,0,19.85
reconstruit,0.6,1012,False,220,8877,boucle,0.9911111111111112,2006,0.6,,6871,0,0,0,0,22.92
reconstruit,0.6,1013,False,220,5488,corps,0.9911111111111112,1483,0.6,,4005,0,0,0,0,10.89
reconstruit,0.6,1014,False,206,5478,corps,0.9288888888888889,2026,0.6,,3452,0,0,0,0,9.84
reconstruit,0.6,1015,False,220,8770,boucle,0.9911111111111112,1861,0.6,,6909,0,0,0,0,20.6
reconstruit,0.6,1016,False,218,8521,boucle,0.9822222222222222,1693,0.6,,6828,0,0,0,0,21.13
reconstruit,0.6,1017,False,218,6065,corps,0.9822222222222222,1714,0.6,,4351,0,0,0,0,13.55
reconstruit,0.6,1018,False,217,8606,boucle,0.9777777777777777,1869,0.6,,6737,0,0,0,0,21.53
reconstruit,0.6,1019,False,221,6098,corps,0.9955555555555555,1821,0.6,,4277,0,0,0,0,14.16
reconstruit,0.6,1020,False,220,8912,boucle,0.9911111111111112,1636,0.6,,7276,0,0,0,0,23.56
reconstruit,0.6,1021,False,220,5940,corps,0.9911111111111112,1780,0.6,,4160,0,0,0,0,13.5
reconstruit,0.6,1022,False,215,5720,corps,0.9688888888888889,1754,0.6,,3966,0,0,0,0,12.58
reconstruit,0.6,1023,False,210,5014,corps,0.9466666666666667,1993,0.6,,3021,0,0,0,0,9.24
reconstruit,0.6,1024,False,196,4156,corps,0.8844444444444445,1785,0.6,,2371,0,0,0,0,7.0
reconstruit,0.6,1025,False,219,8621,boucle,0.9866666666666667,1585,0.6,,7036,0,0,0,0,20.54
reconstruit,0.6,1026,False,217,9363,boucle,0.9777777777777777,1732,0.6,,7631,0,0,0,0,23.48
reconstruit,0.6,1027,False,219,8288,boucle,0.9866666666666667,1645,0.6,,6643,0,0,0,0,19.73
reconstruit,0.6,1028,False,211,5132,corps,0.9511111111111111,1622,0.6,,3510,0,0,0,0,9.99
reconstruit,0.6,1029,False,219,9634,boucle,0.9866666666666667,1856,0.6,,7778,0,0,0,0,26.24
reconstruit,0.7,1000,False,205,5915,corps,0.9244444444444444,2567,0.7022222222222222,,3348,0,0,0,0,9.48
reconstruit,0.7,1001,False,217,6060,corps,0.9777777777777777,2285,0.7022222222222222,,3775,0,0,0,0,11.23
reconstruit,0.7,1002,False,199,4489,corps,0.8977777777777778,2531,0.7022222222222222,,1958,0,0,0,0,5.53
reconstruit,0.7,1003,False,221,5401,corps,0.9955555555555555,2457,0.7022222222222222,,2944,0,0,0,0,8.83
reconstruit,0.7,1004,False,219,7892,boucle,0.9866666666666667,2350,0.7022222222222222,,5542,0,0,0,0,20.09
reconstruit,0.7,1005,False,222,6092,corps,1.0,2664,0.7022222222222222,,3428,0,0,0,0,9.94
reconstruit,0.7,1006,False,205,5434,corps,0.9244444444444444,2757,0.7022222222222222,,2677,0,0,0,0,7.69
reconstruit,0.7,1007,False,213,6336,corps,0.96,2770,0.7022222222222222,,3566,0,0,0,0,11.06
reconstruit,0.7,1008,False,185,3648,corps,0.8355555555555556,2559,0.7022222222222222,,1089,0,0,0,0,3.21
reconstruit,0.7,1009,False,215,9131,boucle,0.9688888888888889,2783,0.7022222222222222,,6348,0,0,0,0,20.64
reconstruit,0.7,1010,False,218,8784,boucle,0.9822222222222222,2861,0.7022222222222222,,5923,0,0,0,0,20.35
reconstruit,0.7,1011,False,221,8037,boucle,0.9955555555555555,2210,0.7022222222222222,,5827,0,0,0,0,20.51
reconstruit,0.7,1012,False,220,8877,boucle,0.9911111111111112,2594,0.7022222222222222,,6283,0,0,0,0,21.9
reconstruit,0.7,1013,False,220,5488,corps,0.9911111111111112,2199,0.7022222222222222,,3289,0,0,0,0,12.23
reconstruit,0.7,1014,False,206,5478,corps,0.9288888888888889,2695,0.7022222222222222,,2783,0,0,0,0,11.14
reconstruit,0.7,1015,False,220,8770,boucle,0.9911111111111112,2700,0.7022222222222222,,6070,0,0,0,0,20.02
reconstruit,0.7,1016,False,218,8521,boucle,0.9822222222222222,2688,0.7022222222222222,,5833,0,0,0,0,18.88
reconstruit,0.7,1017,False,218,6065,corps,0.9822222222222222,2557,0.7022222222222222,,3508,0,0,0,0,10.19
reconstruit,0.7,1018,False,217,8606,boucle,0.9777777777777777,2564,0.7022222222222222,,6042,0,0,0,0,17.97
reconstruit,0.7,1019,False,221,6098,corps,0.9955555555555555,2815,0.7022222222222222,,3283,0,0,0,0,9.91
reconstruit,0.7,1020,False,220,8912,boucle,0.9911111111111112,2433,0.7022222222222222,,6479,0,0,0,0,19.74
reconstruit,0.7,1021,False,220,5940,corps,0.9911111111111112,2753,0.7022222222222222,,3187,0,0,0,0,9.26
reconstruit,0.7,1022,False,215,5720,corps,0.9688888888888889,2609,0.7022222222222222,,3111,0,0,0,0,8.64
reconstruit,0.7,1023,False,210,5014,corps,0.9466666666666667,2830,0.7022222222222222,,2184,0,0,0,0,6.3
reconstruit,0.7,1024,False,196,4156,corps,0.8844444444444445,2621,0.7022222222222222,,1535,0,0,0,0,4.41
reconstruit,0.7,1025,False,219,8621,boucle,0.9866666666666667,2523,0.7022222222222222,,6098,0,0,0,0,17.77
reconstruit,0.7,1026,False,217,9363,boucle,0.9777777777777777,2518,0.7022222222222222,,6845,0,0,0,0,21.26
reconstruit,0.7,1027,False,219,8288,boucle,0.9866666666666667,2297,0.7022222222222222,,5991,0,0,0,0,17.33
reconstruit,0.7,1028,False,211,5132,corps,0.9511111111111111,2365,0.7022222222222222,,2767,0,0,0,0,8.45
reconstruit,0.7,1029,False,219,9634,boucle,0.9866666666666667,2636,0.7022222222222222,,6998,0,0,0,0,21.0
reconstruit,0.8,1000,False,205,5915,corps,0.9244444444444444,3918,0.8,,1997,0,0,0,0,6.32
reconstruit,0.8,1001,False,217,6060,corps,0.9777777777777777,3134,0.8,,2926,0,0,0,0,9.13
reconstruit,0.8,1002,False,199,4489,corps,0.8977777777777778,3468,0.8,,1021,0,0,0,0,3.47
reconstruit,0.8,1003,False,221,5401,corps,0.9955555555555555,3224,0.8,,2177,0,0,0,0,6.73
reconstruit,0.8,1004,False,219,7892,boucle,0.9866666666666667,2993,0.8,,4899,0,0,0,0,14.94
reconstruit,0.8,1005,False,222,6092,corps,1.0,3865,0.8,,2227,0,0,0,0,6.83
reconstruit,0.8,1006,False,205,5434,corps,0.9244444444444444,3986,0.8,,1448,0,0,0,0,4.68
reconstruit,0.8,1007,False,213,6336,corps,0.96,3907,0.8,,2429,0,0,0,0,7.65
reconstruit,0.8,1008,False,185,3648,corps,0.8355555555555556,3362,0.8,,286,0,0,0,0,1.38
reconstruit,0.8,1009,False,215,9131,boucle,0.9688888888888889,3840,0.8,,5291,0,0,0,0,15.16
reconstruit,0.8,1010,False,218,8784,boucle,0.9822222222222222,3894,0.8,,4890,0,0,0,0,15.28
reconstruit,0.8,1011,False,221,8037,boucle,0.9955555555555555,2995,0.8,,5042,0,0,0,0,15.75
reconstruit,0.8,1012,False,220,8877,boucle,0.9911111111111112,3505,0.8,,5372,0,0,0,0,16.55
reconstruit,0.8,1013,False,220,5488,corps,0.9911111111111112,3060,0.8,,2428,0,0,0,0,7.47
reconstruit,0.8,1014,False,206,5478,corps,0.9288888888888889,3716,0.8,,1762,0,0,0,0,5.58
reconstruit,0.8,1015,False,220,8770,boucle,0.9911111111111112,3794,0.8,,4976,0,0,0,0,14.75
reconstruit,0.8,1016,False,218,8521,boucle,0.9822222222222222,3693,0.8,,4828,0,0,0,0,14.41
reconstruit,0.8,1017,False,218,6065,corps,0.9822222222222222,3777,0.8,,2288,0,0,0,0,7.08
reconstruit,0.8,1018,False,217,8606,boucle,0.9777777777777777,3438,0.8,,5168,0,0,0,0,15.75
reconstruit,0.8,1019,False,221,6098,corps,0.9955555555555555,3632,0.8,,2466,0,0,0,0,7.69
reconstruit,0.8,1020,False,220,8912,boucle,0.9911111111111112,3354,0.8,,5558,0,0,0,0,17.44
reconstruit,0.8,1021,False,220,5940,corps,0.9911111111111112,3479,0.8,,2461,0,0,0,0,7.69
reconstruit,0.8,1022,False,215,5720,corps,0.9688888888888889,3973,0.8,,1747,0,0,0,0,5.39
reconstruit,0.8,1023,False,210,5014,corps,0.9466666666666667,3370,0.8,,1644,0,0,0,0,5.03
reconstruit,0.8,1024,False,196,4156,corps,0.8844444444444445,3452,0.8,,704,0,0,0,0,2.4
reconstruit,0.8,1025,False,219,8621,boucle,0.9866666666666667,3592,0.8,,5029,0,0,0,0,14.19
reconstruit,0.8,1026,False,217,9363,boucle,0.9777777777777777,3391,0.8,,5972,0,0,0,0,15.85
reconstruit,0.8,1027,False,219,8288,boucle,0.9866666666666667,3167,0.8,,5121,0,0,0,0,13.66
reconstruit,0.8,1028,False,211,5132,corps,0.9511111111111111,3305,0.8,,1827,0,0,0,0,5.83
reconstruit,0.8,1029,False,219,9634,boucle,0.9866666666666667,3890,0.8,,5744,0,0,0,0,14.81
reconstruit,2.0,1000,False,205,5915,corps,0.9244444444444444,,,,0,0,0,0,0,1.16
reconstruit,2.0,1001,False,217,6060,corps,0.9777777777777777,,,,0,0,0,0,0,1.15
reconstruit,2.0,1002,False,199,4489,corps,0.8977777777777778,,,,0,0,0,0,0,0.79
reconstruit,2.0,1003,False,221,5401,corps,0.9955555555555555,,,,0,0,0,0,0,1.0
reconstruit,2.0,1004,False,219,7892,boucle,0.9866666666666667,,,,0,0,0,0,0,1.54
reconstruit,2.0,1005,False,222,6092,corps,1.0,,,,0,0,0,0,0,1.12
reconstruit,2.0,1006,False,205,5434,corps,0.9244444444444444,,,,0,0,0,0,0,0.95
reconstruit,2.0,1007,False,213,6336,corps,0.96,,,,0,0,0,0,0,1.24
reconstruit,2.0,1008,False,185,3648,corps,0.8355555555555556,,,,0,0,0,0,0,0.65
reconstruit,2.0,1009,False,215,9131,boucle,0.9688888888888889,,,,0,0,0,0,0,1.78
reconstruit,2.0,1010,False,218,8784,boucle,0.9822222222222222,,,,0,0,0,0,0,1.71
reconstruit,2.0,1011,False,221,8037,boucle,0.9955555555555555,,,,0,0,0,0,0,1.5
reconstruit,2.0,1012,False,220,8877,boucle,0.9911111111111112,,,,0,0,0,0,0,1.68
reconstruit,2.0,1013,False,220,5488,corps,0.9911111111111112,,,,0,0,0,0,0,1.06
reconstruit,2.0,1014,False,206,5478,corps,0.9288888888888889,,,,0,0,0,0,0,1.01
reconstruit,2.0,1015,False,220,8770,boucle,0.9911111111111112,,,,0,0,0,0,0,1.64
reconstruit,2.0,1016,False,218,8521,boucle,0.9822222222222222,,,,0,0,0,0,0,1.6
reconstruit,2.0,1017,False,218,6065,corps,0.9822222222222222,,,,0,0,0,0,0,1.16
reconstruit,2.0,1018,False,217,8606,boucle,0.9777777777777777,,,,0,0,0,0,0,1.7
reconstruit,2.0,1019,False,221,6098,corps,0.9955555555555555,,,,0,0,0,0,0,1.11
reconstruit,2.0,1020,False,220,8912,boucle,0.9911111111111112,,,,0,0,0,0,0,1.78
reconstruit,2.0,1021,False,220,5940,corps,0.9911111111111112,,,,0,0,0,0,0,1.11
reconstruit,2.0,1022,False,215,5720,corps,0.9688888888888889,,,,0,0,0,0,0,1.08
reconstruit,2.0,1023,False,210,5014,corps,0.9466666666666667,,,,0,0,0,0,0,0.91
reconstruit,2.0,1024,False,196,4156,corps,0.8844444444444445,,,,0,0,0,0,0,0.77
reconstruit,2.0,1025,False,219,8621,boucle,0.9866666666666667,,,,0,0,0,0,0,1.58
reconstruit,2.0,1026,False,217,9363,boucle,0.9777777777777777,,,,0,0,0,0,0,1.71
reconstruit,2.0,1027,False,219,8288,boucle,0.9866666666666667,,,,0,0,0,0,0,1.44
reconstruit,2.0,1028,False,211,5132,corps,0.9511111111111111,,,,0,0,0,0,0,0.88
reconstruit,2.0,1029,False,219,9634,boucle,0.9866666666666667,,,,0,0,0,0,0,1.68
