threshold,seed,victory,score,steps,cause,fill,switch_step,switch_fill,ordered_step,transition_steps,shortcuts,seconds
0.8,1007,False,213,6336,corps,0.96,3907,0.8,,2429,0,7.79
0.8,1008,False,185,3648,corps,0.8355555555555556,3362,0.8,,286,0,1.36
0.8,1009,False,215,9131,boucle,0.9688888888888889,3840,0.8,,5291,0,15.11
0.8,1010,False,218,8784,boucle,0.9822222222222222,3894,0.8,,4890,0,14.69
0.8,1011,False,221,8037,boucle,0.9955555555555555,2995,0.8,,5042,0,15.57
0.8,1012,False,220,8877,boucle,0.9911111111111112,3505,0.8,,5372,0,16.4
0.8,1013,False,220,5488,corps,0.9911111111111112,3060,0.8,,2428,0,7.42
0.8,1014,False,206,5478,corps,0.9288888888888889,3716,0.8,,1762,0,5.7
0.8,1015,False,220,8770,boucle,0.9911111111111112,3794,0.8,,4976,0,14.55
0.8,1016,False,218,8521,boucle,0.9822222222222222,3693,0.8,,4828,0,14.3
0.8,1017,False,218,6065,corps,0.9822222222222222,3777,0.8,,2288,0,7.21
0.8,1018,False,217,8606,boucle,0.9777777777777777,3438,0.8,,5168,0,16.01
0.8,1019,False,221,6098,corps,0.9955555555555555,3632,0.8,,2466,0,7.76
0.8,1020,False,220,8912,boucle,0.9911111111111112,3354,0.8,,5558,0,17.04
0.8,1021,False,220,5940,corps,0.9911111111111112,3479,0.8,,2461,0,7.65
0.8,1022,False,215,5720,corps,0.9688888888888889,3973,0.8,,1747,0,5.22
0.8,1023,False,210,5014,corps,0.9466666666666667,3370,0.8,,1644,0,4.88
0.8,1024,False,196,4156,corps,0.8844444444444445,3452,0.8,,704,0,2.5
0.8,1025,False,219,8621,boucle,0.9866666666666667,3592,0.8,,5029,0,14.13
0.8,1026,False,217,9363,boucle,0.9777777777777777,3391,0.8,,5972,0,15.92
0.8,1027,False,219,8288,boucle,0.9866666666666667,3167,0.8,,5121,0,14.07
0.8,1028,False,211,5132,corps,0.9511111111111111,3305,0.8,,1827,0,5.84
0.8,1029,False,219,9634,boucle,0.9866666666666667,3890,0.8,,5744,0,14.96
2.0,1000,False,205,5915,corps,0.9244444444444444,,,,0,0,1.16
2.0,1001,False,217,6060,corps,0.9777777777777777,,,,0,0,1.14
2.0,1002,False,199,4489,corps,0.8977777777777778,,,,0,0,0.75
2.0,1003,False,221,5401,corps,0.9955555555555555,,,,0,0,0.99
2.0,1004,False,219,7892,boucle,0.9866666666666667,,,,0,0,1.54
2.0,1005,False,222,6092,corps,1.0,,,,0,0,1.13
2.0,1006,False,205,5434,corps,0.9244444444444444,,,,0,0,1.02
2.0,1007,False,213,6336,corps,0.96,,,,0,0,1.21
2.0,1008,False,185,3648,corps,0.8355555555555556,,,,0,0,0.66
2.0,1009,False,215,9131,boucle,0.9688888888888889,,,,0,0,1.78
2.0,1010,False,218,8784,boucle,0.9822222222222222,,,,0,0,1.66
2.0,1011,False,221,8037,boucle,0.9955555555555555,,,,0,0,1.55
2.0,1012,False,220,8877,boucle,0.9911111111111112,,,,0,0,1.7
2.0,1013,False,220,5488,corps,0.9911111111111112,,,,0,0,1.06
2.0,1014,False,206,5478,corps,0.9288888888888889,,,,0,0,1.03
2.0,1015,False,220,8770,boucle,0.9911111111111112,,,,0,0,1.67
2.0,1016,False,218,8521,boucle,0.9822222222222222,,,,0,0,1.63
2.0,1017,False,218,6065,corps,0.9822222222222222,,,,0,0,1.18
2.0,1018,False,217,8606,boucle,0.9777777777777777,,,,0,0,1.73
2.0,1019,False,221,6098,corps,0.9955555555555555,,,,0,0,1.11
2.0,1020,False,220,8912,boucle,0.9911111111111112,,,,0,0,1.81
2.0,1021,False,220,5940,corps,0.9911111111111112,,,,0,0,1.13
2.0,1022,False,215,5720,corps,0.9688888888888889,,,,0,0,1.08
2.0,1023,False,210,5014,corps,0.9466666666666667,,,,0,0,0.9
2.0,1024,False,196,4156,corps,0.8844444444444445,,,,0,0,0.81
2.0,1025,False,219,8621,boucle,0.9866666666666667,,,,0,0,1.68
2.0,1026,False,217,9363,boucle,0.9777777777777777,,,,0,0,1.77
2.0,1027,False,219,8288,boucle,0.9866666666666667,,,,0,0,1.47
2.0,1028,False,211,5132,corps,0.9511111111111111,,,,0,0,0.93
2.0,1029,False,219,9634,boucle,0.9866666666666667,,,,0,0,1.72
