model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,classability
selected:3b3a0bf2cfb1,ordered_1m_seed23,20003,51,96.30676198005676,wall time at terminal event or external cutoff; source display never freezes,491.56000000000375,51,474,False,self_collision,54,0.000533892938838568,0.0008529914498467406,2000,5,4.911383771060154,1000000,249751,180.49703595899882,0,0,terminal game; official multi-trial aggregation unknown
