model_id,configuration_id,seed,official_score,official_time_seconds,time_convention,rl_return,apples,steps,completed,termination_reason,final_length,decision_latency,decision_latency_p95,evaluation_step_budget,clock_hz,observed_move_hz,training_transitions,training_updates,training_wall_time,demonstration_cost,simulation_cost,policy_kind,safety_filter,filter_overrides,learned_choice_states,classability
candidate_000100000:a67f21cf5a4c,candidate_000100000:a67f21cf5a4c,890001,46,509.2917959690094,wall time at terminal event or external cutoff; source display never freezes,337.2999999999841,46,2500,False,external_step_limit,49,0.00019819558600574964,0.0003713610510203578,2500,5,4.906660256539638,100000,12485,,0,0,rl_with_safety_filter,,0,187,not established for externally interrupted games
